Vardas Pavardė ND1 ND2 ND3 ND4 ND5 Egzaminas
Vardas68 Pavardė68 5 5 5 6 9 6
Vardas69 Pavardė69 4 5 5 5 8 8
Vardas70 Pavardė70 3 3 5 7 8 9
Vardas71 Pavardė71 2 5 6 9 10 7
Vardas72 Pavardė72 2 5 6 8 10 2
Vardas73 Pavardė73 2 2 3 4 7 2
Vardas74 Pavardė74 3 4 4 5 10 10
Vardas75 Pavardė75 4 5 5 8 10 4
Vardas76 Pavardė76 4 5 6 9 10 6
Vardas77 Pavardė77 2 5 7 8 9 4
Vardas78 Pavardė78 3 4 8 8 9 2
Vardas79 Pavardė79 2 3 4 5 8 2
Vardas80 Pavardė80 3 4 4 7 8 4
Vardas81 Pavardė81 3 6 8 10 10 7
Vardas82 Pavardė82 2 2 5 9 9 7
Vardas83 Pavardė83 2 4 5 5 6 8
Vardas84 Pavardė84 2 2 6 7 9 6
Vardas85 Pavardė85 2 2 6 8 10 3
Vardas86 Pavardė86 2 6 7 9 9 4
Vardas87 Pavardė87 2 3 3 3 4 10
Vardas88 Pavardė88 4 4 4 5 9 5
Vardas89 Pavardė89 2 3 4 8 9 9
Vardas90 Pavardė90 2 4 4 6 9 7
Vardas91 Pavardė91 4 6 8 8 9 7
Vardas92 Pavardė92 2 3 5 10 10 4
Vardas93 Pavardė93 5 5 7 7 8 3
Vardas94 Pavardė94 2 3 6 8 10 9
Vardas95 Pavardė95 3 4 5 6 6 10
Vardas96 Pavardė96 2 4 5 6 7 4
Vardas97 Pavardė97 2 5 7 8 10 2
Vardas98 Pavardė98 3 7 8 9 9 2
Vardas99 Pavardė99 6 8 9 10 10 4
Vardas100 Pavardė100 2 7 8 9 9 10
Vardas101 Pavardė101 3 6 7 8 10 6
Vardas102 Pavardė102 2 8 9 10 10 10
Vardas103 Pavardė103 3 8 8 10 10 9
Vardas104 Pavardė104 3 5 8 9 9 4
Vardas105 Pavardė105 2 3 4 7 8 7
Vardas106 Pavardė106 3 5 8 9 10 8
Vardas107 Pavardė107 2 3 7 8 9 8
Vardas108 Pavardė108 2 4 7 9 10 9
Vardas109 Pavardė109 3 4 5 6 7 10
Vardas110 Pavardė110 3 3 4 5 9 3
Vardas111 Pavardė111 3 4 6 7 10 5
Vardas112 Pavardė112 2 3 6 7 10 2
Vardas113 Pavardė113 4 4 6 7 9 2
Vardas114 Pavardė114 5 6 7 9 9 5
Vardas115 Pavardė115 4 4 6 7 8 6
Vardas116 Pavardė116 2 4 5 7 8 7
Vardas117 Pavardė117 2 6 8 8 9 7
Vardas118 Pavardė118 4 5 6 9 10 3
Vardas119 Pavardė119 8 9 9 10 10 5
Vardas120 Pavardė120 2 4 7 9 10 4
Vardas121 Pavardė121 5 5 7 9 9 9
Vardas122 Pavardė122 2 2 2 4 7 9
Vardas123 Pavardė123 3 4 5 9 10 5
Vardas124 Pavardė124 7 9 10 10 10 7
Vardas125 Pavardė125 2 6 8 8 8 7
Vardas126 Pavardė126 2 2 3 7 8 10
Vardas127 Pavardė127 4 5 6 8 10 2
Vardas128 Pavardė128 4 4 5 10 10 7
Vardas129 Pavardė129 3 6 7 7 10 9
Vardas130 Pavardė130 2 3 8 10 10 2
Vardas131 Pavardė131 2 2 5 8 8 7
Vardas132 Pavardė132 2 3 4 9 10 2
Vardas133 Pavardė133 4 4 7 7 7 9
Vardas134 Pavardė134 3 5 6 8 9 4
Vardas135 Pavardė135 2 3 5 8 10 10
Vardas136 Pavardė136 2 3 5 9 10 3
Vardas137 Pavardė137 3 3 3 10 10 10
Vardas138 Pavardė138 2 3 3 7 10 8
Vardas139 Pavardė139 4 5 6 8 8 5
Vardas140 Pavardė140 3 6 8 9 9 4
Vardas141 Pavardė141 3 6 7 8 10 2
Vardas142 Pavardė142 4 4 4 8 10 9
Vardas143 Pavardė143 2 3 3 4 9 5
Vardas144 Pavardė144 2 3 4 8 9 5
Vardas145 Pavardė145 5 6 7 8 9 10
Vardas146 Pavardė146 2 2 2 3 4 6
Vardas147 Pavardė147 3 3 3 5 9 10
Vardas148 Pavardė148 3 5 7 8 9 7
Vardas149 Pavardė149 2 5 6 6 7 7
Vardas150 Pavardė150 5 6 7 9 9 4
Vardas151 Pavardė151 3 5 7 8 9 7
Vardas152 Pavardė152 4 5 6 10 10 4
Vardas153 Pavardė153 3 6 6 8 9 9
Vardas154 Pavardė154 2 6 7 8 10 2
Vardas155 Pavardė155 3 4 7 7 9 10
Vardas156 Pavardė156 6 7 7 7 7 8
Vardas157 Pavardė157 3 3 5 6 10 8
Vardas158 Pavardė158 2 4 6 8 9 8
Vardas159 Pavardė159 5 5 6 8 10 10
Vardas160 Pavardė160 3 7 9 9 10 10
Vardas161 Pavardė161 6 7 7 8 9 10
Vardas162 Pavardė162 2 4 7 7 9 4
Vardas163 Pavardė163 5 5 10 10 10 6
Vardas164 Pavardė164 3 4 4 7 7 7
Vardas165 Pavardė165 3 7 8 8 10 10
Vardas166 Pavardė166 3 3 6 8 8 6
Vardas167 Pavardė167 2 3 4 4 6 2
Vardas168 Pavardė168 2 4 6 6 8 8
Vardas169 Pavardė169 3 4 6 7 10 7
Vardas170 Pavardė170 2 3 7 7 9 2
Vardas171 Pavardė171 4 5 7 8 10 6
Vardas172 Pavardė172 5 8 8 9 9 5
Vardas173 Pavardė173 4 6 6 7 8 7
Vardas174 Pavardė174 2 3 4 8 8 9
Vardas175 Pavardė175 4 6 6 7 7 9
Vardas176 Pavardė176 5 7 7 9 9 6
Vardas177 Pavardė177 4 4 6 8 9 6
Vardas178 Pavardė178 2 2 6 8 8 8
Vardas179 Pavardė179 2 5 5 6 8 9
Vardas180 Pavardė180 2 3 6 6 9 3
Vardas181 Pavardė181 3 4 5 7 9 8
Vardas182 Pavardė182 4 8 9 9 10 4
Vardas183 Pavardė183 2 4 5 6 10 9
Vardas184 Pavardė184 8 8 8 9 9 3
Vardas185 Pavardė185 2 3 4 5 9 5
Vardas186 Pavardė186 5 6 8 8 10 5
Vardas187 Pavardė187 4 4 5 6 9 4
Vardas188 Pavardė188 4 7 9 10 10 8
Vardas189 Pavardė189 2 5 5 9 9 5
Vardas190 Pavardė190 2 3 4 5 9 4
Vardas191 Pavardė191 2 3 5 9 10 3
Vardas192 Pavardė192 2 3 6 6 10 2
Vardas193 Pavardė193 6 8 8 10 10 2
Vardas194 Pavardė194 2 5 5 6 8 10
Vardas195 Pavardė195 4 5 5 6 7 10
Vardas196 Pavardė196 2 4 7 8 10 4
Vardas197 Pavardė197 3 4 6 6 7 5
Vardas198 Pavardė198 4 8 10 10 10 9
Vardas199 Pavardė199 3 5 5 8 8 6
Vardas200 Pavardė200 2 3 5 6 7 2
Vardas201 Pavardė201 3 7 8 9 9 4
Vardas202 Pavardė202 3 3 3 5 6 10
Vardas203 Pavardė203 8 8 9 9 9 4
Vardas204 Pavardė204 5 8 8 9 9 5
Vardas205 Pavardė205 7 8 10 10 10 4
Vardas206 Pavardė206 5 5 6 9 10 5
Vardas207 Pavardė207 3 4 5 8 9 9
Vardas208 Pavardė208 3 4 7 7 8 4
Vardas209 Pavardė209 2 3 5 6 10 9
Vardas210 Pavardė210 2 4 4 5 10 8
Vardas211 Pavardė211 4 4 9 9 10 3
Vardas212 Pavardė212 2 5 6 9 9 10
Vardas213 Pavardė213 4 5 6 7 7 2
Vardas214 Pavardė214 2 2 7 8 9 2
Vardas215 Pavardė215 7 8 8 9 10 8
Vardas216 Pavardė216 2 5 6 9 10 6
Vardas217 Pavardė217 5 5 5 6 9 7
Vardas218 Pavardė218 3 5 6 6 8 9
Vardas219 Pavardė219 3 5 8 9 10 2
Vardas220 Pavardė220 2 2 2 6 10 6
Vardas221 Pavardė221 2 2 4 4 10 6
Vardas222 Pavardė222 2 3 5 7 10 6
Vardas223 Pavardė223 4 5 7 8 8 3
Vardas224 Pavardė224 4 4 7 10 10 6
Vardas225 Pavardė225 2 4 9 10 10 8
Vardas226 Pavardė226 2 5 5 9 9 5
Vardas227 Pavardė227 2 6 6 10 10 4
Vardas228 Pavardė228 3 4 4 8 10 5
Vardas229 Pavardė229 2 2 4 8 9 10
Vardas230 Pavardė230 2 5 6 6 10 8
Vardas231 Pavardė231 3 6 7 7 10 5
Vardas232 Pavardė232 2 8 8 9 10 8
Vardas233 Pavardė233 2 4 5 7 7 3
Vardas234 Pavardė234 2 5 7 8 9 6
Vardas235 Pavardė235 2 3 4 6 8 3
Vardas236 Pavardė236 2 6 7 9 10 8
Vardas237 Pavardė237 3 4 7 10 10 4
Vardas238 Pavardė238 2 3 5 10 10 5
Vardas239 Pavardė239 2 4 5 10 10 7
Vardas240 Pavardė240 5 6 8 8 9 3
Vardas241 Pavardė241 3 4 4 7 10 10
Vardas242 Pavardė242 2 3 5 7 7 8
Vardas243 Pavardė243 3 3 4 4 6 8
Vardas244 Pavardė244 3 6 7 10 10 9
Vardas245 Pavardė245 6 7 8 8 10 4
Vardas246 Pavardė246 4 6 7 8 9 3
Vardas247 Pavardė247 4 7 7 8 9 7
Vardas248 Pavardė248 2 3 5 5 8 4
Vardas249 Pavardė249 3 3 6 9 10 4
Vardas250 Pavardė250 4 4 4 6 7 6
Vardas251 Pavardė251 2 2 3 4 8 3
Vardas252 Pavardė252 6 6 7 10 10 2
Vardas253 Pavardė253 2 4 5 8 9 9
Vardas254 Pavardė254 4 5 5 6 10 5
Vardas255 Pavardė255 2 4 5 7 10 3
Vardas256 Pavardė256 2 2 4 5 7 5
Vardas257 Pavardė257 4 5 5 10 10 6
Vardas258 Pavardė258 2 5 5 9 9 8
Vardas259 Pavardė259 2 2 5 6 10 5
Vardas260 Pavardė260 2 4 7 8 10 4
Vardas261 Pavardė261 2 6 7 8 10 3
Vardas262 Pavardė262 5 5 6 9 10 2
Vardas263 Pavardė263 2 6 6 7 10 8
Vardas264 Pavardė264 3 3 7 8 10 3
Vardas265 Pavardė265 2 2 8 9 10 2
Vardas266 Pavardė266 4 7 8 9 9 6
Vardas267 Pavardė267 7 9 9 9 10 8
Vardas268 Pavardė268 2 3 7 8 9 5
Vardas269 Pavardė269 3 5 5 5 10 8
Vardas270 Pavardė270 3 5 6 8 9 8
Vardas271 Pavardė271 2 2 2 8 10 6
Vardas272 Pavardė272 2 2 3 8 9 6
Vardas273 Pavardė273 2 2 4 4 5 8
Vardas274 Pavardė274 3 5 6 6 10 2
Vardas275 Pavardė275 2 5 6 9 10 4
Vardas276 Pavardė276 4 5 8 10 10 10
Vardas277 Pavardė277 2 3 7 8 9 6
Vardas278 Pavardė278 3 3 5 7 8 3
Vardas279 Pavardė279 5 6 7 7 10 8
Vardas280 Pavardė280 6 6 7 7 8 10
Vardas281 Pavardė281 2 6 10 10 10 7
Vardas282 Pavardė282 2 4 6 8 9 9
Vardas283 Pavardė283 4 6 8 9 10 4
Vardas284 Pavardė284 4 4 5 6 10 4
Vardas285 Pavardė285 5 6 8 8 10 10
Vardas286 Pavardė286 2 3 5 7 10 5
Vardas287 Pavardė287 3 4 5 7 10 8
Vardas288 Pavardė288 3 4 5 5 6 4
Vardas289 Pavardė289 2 4 6 8 9 3
Vardas290 Pavardė290 2 4 4 7 8 9
Vardas291 Pavardė291 4 5 6 9 10 3
Vardas292 Pavardė292 3 6 7 8 8 7
Vardas293 Pavardė293 2 3 6 7 10 3
Vardas294 Pavardė294 2 4 4 5 8 4
Vardas295 Pavardė295 2 2 4 6 8 4
Vardas296 Pavardė296 3 4 7 10 10 5
Vardas297 Pavardė297 4 5 5 7 7 2
Vardas298 Pavardė298 3 3 6 8 8 10
Vardas299 Pavardė299 4 4 4 4 5 6
Vardas300 Pavardė300 2 6 7 10 10 8
Vardas301 Pavardė301 4 6 7 7 9 9
Vardas302 Pavardė302 3 4 6 7 10 4
Vardas303 Pavardė303 2 4 7 9 10 6
Vardas304 Pavardė304 2 3 6 7 9 7
Vardas305 Pavardė305 2 2 3 9 9 9
Vardas306 Pavardė306 9 9 10 10 10 8
Vardas307 Pavardė307 2 3 6 6 10 6
Vardas308 Pavardė308 6 7 8 9 9 10
Vardas309 Pavardė309 2 5 6 7 10 4
Vardas310 Pavardė310 3 4 7 8 10 8
Vardas311 Pavardė311 2 3 4 5 6 8
Vardas312 Pavardė312 3 5 6 8 9 8
Vardas313 Pavardė313 2 3 4 6 7 8
Vardas314 Pavardė314 3 3 4 4 7 4
Vardas315 Pavardė315 4 5 7 7 7 5
Vardas316 Pavardė316 4 6 8 9 10 2
Vardas317 Pavardė317 4 4 4 9 9 6
Vardas318 Pavardė318 3 5 7 8 9 10
Vardas319 Pavardė319 5 5 6 8 10 4
Vardas320 Pavardė320 7 7 8 8 8 10
Vardas321 Pavardė321 2 3 4 5 7 10
Vardas322 Pavardė322 4 8 8 8 9 2
Vardas323 Pavardė323 2 3 4 6 10 9
Vardas324 Pavardė324 3 4 7 8 10 8
Vardas325 Pavardė325 2 3 3 5 7 9
Vardas326 Pavardė326 3 5 6 7 8 8
Vardas327 Pavardė327 2 7 8 9 10 2
Vardas328 Pavardė328 2 3 6 6 7 6
Vardas329 Pavardė329 2 2 4 6 10 2
Vardas330 Pavardė330 3 3 4 5 10 5
Vardas331 Pavardė331 2 7 8 8 10 5
Vardas332 Pavardė332 3 5 6 9 10 7
Vardas333 Pavardė333 3 7 7 9 9 5
Vardas334 Pavardė334 2 3 5 7 9 5
Vardas335 Pavardė335 2 3 4 6 8 3
Vardas336 Pavardė336 2 3 5 6 8 4
Vardas337 Pavardė337 5 5 7 9 10 10
Vardas338 Pavardė338 3 4 4 9 10 2
Vardas339 Pavardė339 2 6 6 8 10 4
Vardas340 Pavardė340 4 6 6 7 9 10
Vardas341 Pavardė341 4 5 6 7 9 5
Vardas342 Pavardė342 4 4 5 8 8 10
Vardas343 Pavardė343 2 2 5 7 10 2
Vardas344 Pavardė344 6 7 7 9 10 3
Vardas345 Pavardė345 2 8 9 9 10 2
Vardas346 Pavardė346 2 2 4 5 9 10
Vardas347 Pavardė347 3 6 7 8 9 3
Vardas348 Pavardė348 5 6 8 10 10 10
Vardas349 Pavardė349 3 3 5 7 10 3
Vardas350 Pavardė350 4 4 8 9 9 10
Vardas351 Pavardė351 2 4 4 7 8 6
Vardas352 Pavardė352 2 6 9 10 10 10
Vardas353 Pavardė353 2 4 6 6 9 4
Vardas354 Pavardė354 3 5 5 8 9 7
Vardas355 Pavardė355 2 2 3 8 8 6
Vardas356 Pavardė356 2 3 4 5 10 2
Vardas357 Pavardė357 5 5 8 8 9 4
Vardas358 Pavardė358 3 4 7 9 10 2
Vardas359 Pavardė359 4 7 7 10 10 9
Vardas360 Pavardė360 2 3 4 7 10 5
Vardas361 Pavardė361 4 6 8 10 10 4
Vardas362 Pavardė362 3 3 3 7 8 7
Vardas363 Pavardė363 3 7 8 10 10 5
Vardas364 Pavardė364 3 3 4 9 10 2
Vardas365 Pavardė365 4 5 6 7 8 9
Vardas366 Pavardė366 3 4 5 6 9 10
Vardas367 Pavardė367 3 3 5 7 9 5
Vardas368 Pavardė368 3 3 3 3 8 7
Vardas369 Pavardė369 3 3 5 9 10 5
Vardas370 Pavardė370 2 4 9 9 10 3
Vardas371 Pavardė371 3 5 7 7 8 7
Vardas372 Pavardė372 2 5 6 6 6 9
Vardas373 Pavardė373 6 7 8 9 10 10
Vardas374 Pavardė374 2 4 5 7 8 10
Vardas375 Pavardė375 2 5 6 8 8 8
Vardas376 Pavardė376 3 6 6 7 7 3
Vardas377 Pavardė377 2 5 6 7 7 5
Vardas378 Pavardė378 3 4 4 6 9 4
Vardas379 Pavardė379 3 3 6 7 9 4
Vardas380 Pavardė380 2 2 2 9 10 8
Vardas381 Pavardė381 2 4 9 9 10 6
Vardas382 Pavardė382 2 4 6 6 9 10
Vardas383 Pavardė383 4 5 5 8 9 4
Vardas384 Pavardė384 4 4 7 7 8 6
Vardas385 Pavardė385 4 6 6 7 9 9
Vardas386 Pavardė386 2 2 4 5 7 5
Vardas387 Pavardė387 2 3 4 4 7 9
Vardas388 Pavardė388 2 3 5 6 7 2
Vardas389 Pavardė389 4 6 7 8 10 9
Vardas390 Pavardė390 2 3 4 5 9 4
Vardas391 Pavardė391 3 5 8 8 8 2
Vardas392 Pavardė392 3 4 4 7 10 3
Vardas393 Pavardė393 2 4 6 8 8 6
Vardas394 Pavardė394 3 5 5 6 9 10
Vardas395 Pavardė395 3 4 4 7 9 8
Vardas396 Pavardė396 6 9 10 10 10 10
Vardas397 Pavardė397 4 6 6 8 9 10
Vardas398 Pavardė398 2 2 6 6 8 3
Vardas399 Pavardė399 2 2 4 5 10 10
Vardas400 Pavardė400 2 4 6 8 9 3
Vardas401 Pavardė401 4 5 5 6 10 4
Vardas402 Pavardė402 5 5 6 7 9 4
Vardas403 Pavardė403 3 6 6 9 10 6
Vardas404 Pavardė404 3 5 5 8 9 6
Vardas405 Pavardė405 4 4 6 9 9 3
Vardas406 Pavardė406 2 3 4 4 10 7
Vardas407 Pavardė407 3 3 4 4 7 5
Vardas408 Pavardė408 3 6 7 7 8 7
Vardas409 Pavardė409 5 5 6 8 9 5
Vardas410 Pavardė410 6 6 8 9 10 2
Vardas411 Pavardė411 3 3 4 8 9 3
Vardas412 Pavardė412 2 4 6 8 10 3
Vardas413 Pavardė413 3 4 7 9 10 8
Vardas414 Pavardė414 2 3 5 6 7 8
Vardas415 Pavardė415 3 6 8 8 10 8
Vardas416 Pavardė416 5 6 6 6 7 6
Vardas417 Pavardė417 5 5 6 10 10 4
Vardas418 Pavardė418 6 7 7 8 8 6
Vardas419 Pavardė419 3 3 4 4 9 9
Vardas420 Pavardė420 2 6 7 7 8 3
Vardas421 Pavardė421 3 7 7 7 8 6
Vardas422 Pavardė422 2 5 5 9 10 5
Vardas423 Pavardė423 2 2 5 5 6 8
Vardas424 Pavardė424 2 2 3 6 7 6
Vardas425 Pavardė425 3 4 5 5 10 5
Vardas426 Pavardė426 7 9 9 10 10 10
Vardas427 Pavardė427 4 6 7 9 10 5
Vardas428 Pavardė428 6 6 6 9 9 3
Vardas429 Pavardė429 3 4 5 7 9 2
Vardas430 Pavardė430 2 3 4 6 9 7
Vardas431 Pavardė431 2 5 5 6 8 6
Vardas432 Pavardė432 2 3 4 7 8 9
Vardas433 Pavardė433 2 3 6 9 9 10
Vardas434 Pavardė434 3 4 7 10 10 4
Vardas435 Pavardė435 5 5 6 7 9 4
Vardas436 Pavardė436 3 6 8 8 9 9
Vardas437 Pavardė437 2 5 7 8 8 10
Vardas438 Pavardė438 3 6 8 9 9 4
Vardas439 Pavardė439 3 4 4 8 10 6
Vardas440 Pavardė440 2 3 3 7 9 10
Vardas441 Pavardė441 3 3 4 5 6 2
Vardas442 Pavardė442 2 4 4 7 9 5
Vardas443 Pavardė443 4 4 4 10 10 3
Vardas444 Pavardė444 2 7 7 7 9 8
Vardas445 Pavardė445 4 6 7 8 9 3
Vardas446 Pavardė446 5 5 5 7 9 4
Vardas447 Pavardė447 2 3 5 7 10 4
Vardas448 Pavardė448 4 8 9 10 10 8
Vardas449 Pavardė449 3 4 5 6 8 10
Vardas450 Pavardė450 4 5 7 9 10 10
Vardas451 Pavardė451 5 6 8 10 10 7
Vardas452 Pavardė452 6 8 9 10 10 8
Vardas453 Pavardė453 2 3 8 9 10 10
Vardas454 Pavardė454 2 2 4 4 6 7
Vardas455 Pavardė455 4 5 6 8 10 3
Vardas456 Pavardė456 2 2 4 6 9 2
Vardas457 Pavardė457 2 2 4 6 10 6
Vardas458 Pavardė458 2 4 5 7 8 9
Vardas459 Pavardė459 3 3 4 5 8 6
Vardas460 Pavardė460 4 5 5 7 7 6
Vardas461 Pavardė461 5 5 6 6 9 6
Vardas462 Pavardė462 2 2 4 8 10 6
Vardas463 Pavardė463 2 6 6 7 10 7
Vardas464 Pavardė464 2 2 3 8 9 5
Vardas465 Pavardė465 4 5 7 8 10 7
Vardas466 Pavardė466 2 5 6 9 9 7
Vardas467 Pavardė467 3 4 4 6 9 8
Vardas468 Pavardė468 2 6 6 6 8 4
Vardas469 Pavardė469 2 5 9 9 10 8
Vardas470 Pavardė470 4 4 7 10 10 7
Vardas471 Pavardė471 2 3 4 8 10 3
Vardas472 Pavardė472 3 3 4 5 9 6
Vardas473 Pavardė473 2 3 7 9 10 4
Vardas474 Pavardė474 2 6 9 9 10 2
Vardas475 Pavardė475 2 4 4 7 8 10
Vardas476 Pavardė476 2 4 4 6 9 4
Vardas477 Pavardė477 2 2 8 8 9 9
Vardas478 Pavardė478 2 7 7 7 10 5
Vardas479 Pavardė479 2 3 5 6 10 10
Vardas480 Pavardė480 3 4 5 5 9 6
Vardas481 Pavardė481 6 9 9 10 10 3
Vardas482 Pavardė482 2 2 2 9 9 10
Vardas483 Pavardė483 2 3 4 6 8 5
Vardas484 Pavardė484 2 2 4 5 7 10
Vardas485 Pavardė485 4 5 7 8 9 9
Vardas486 Pavardė486 2 4 7 8 10 8
Vardas487 Pavardė487 3 6 7 7 8 3
Vardas488 Pavardė488 3 4 7 9 10 9
Vardas489 Pavardė489 8 10 10 10 10 9
Vardas490 Pavardė490 2 2 4 4 10 4
Vardas491 Pavardė491 4 5 5 7 9 7
Vardas492 Pavardė492 2 6 7 10 10 2
Vardas493 Pavardė493 4 6 8 8 9 6
Vardas494 Pavardė494 2 4 4 6 7 2
Vardas495 Pavardė495 2 7 8 8 10 8
Vardas496 Pavardė496 2 6 7 7 10 9
Vardas497 Pavardė497 2 5 5 6 6 4
Vardas498 Pavardė498 3 3 6 10 10 5
Vardas499 Pavardė499 3 6 7 9 9 4
Vardas500 Pavardė500 2 3 5 7 8 6
Vardas501 Pavardė501 3 3 5 7 10 8
Vardas502 Pavardė502 3 4 8 9 10 5
Vardas503 Pavardė503 7 7 7 9 10 4
Vardas504 Pavardė504 3 4 6 8 10 9
Vardas505 Pavardė505 3 3 4 9 10 8
Vardas506 Pavardė506 2 3 8 8 9 10
Vardas507 Pavardė507 5 7 7 8 8 10
Vardas508 Pavardė508 4 6 7 8 10 9
Vardas509 Pavardė509 4 5 6 9 10 9
Vardas510 Pavardė510 2 4 9 10 10 5
Vardas511 Pavardė511 2 3 5 7 8 8
Vardas512 Pavardė512 5 6 8 8 10 3
Vardas513 Pavardė513 3 3 4 7 9 9
Vardas514 Pavardė514 2 2 4 4 9 5
Vardas515 Pavardė515 6 6 8 9 9 8
Vardas516 Pavardė516 3 3 9 9 10 3
Vardas517 Pavardė517 7 7 8 9 9 2
Vardas518 Pavardė518 2 2 3 7 10 7
Vardas519 Pavardė519 2 5 7 7 8 9
Vardas520 Pavardė520 4 4 5 6 6 9
Vardas521 Pavardė521 2 5 7 9 10 4
Vardas522 Pavardė522 2 5 6 6 10 4
Vardas523 Pavardė523 2 3 3 8 9 10
Vardas524 Pavardė524 8 8 8 9 10 3
Vardas525 Pavardė525 2 4 5 9 10 4
Vardas526 Pavardė526 3 4 5 7 8 9
Vardas527 Pavardė527 5 5 6 6 7 10
Vardas528 Pavardė528 2 3 3 9 10 8
Vardas529 Pavardė529 3 4 8 8 8 4
Vardas530 Pavardė530 3 6 6 7 9 5
Vardas531 Pavardė531 2 2 2 6 9 6
Vardas532 Pavardė532 3 4 5 5 9 5
Vardas533 Pavardė533 2 2 3 4 8 7
Vardas534 Pavardė534 3 4 6 6 10 6
Vardas535 Pavardė535 3 5 6 7 9 7
Vardas536 Pavardė536 3 7 9 9 10 8
Vardas537 Pavardė537 5 7 8 8 9 6
Vardas538 Pavardė538 5 6 6 6 8 5
Vardas539 Pavardė539 3 6 6 7 8 7
Vardas540 Pavardė540 5 6 9 10 10 7
Vardas541 Pavardė541 2 2 4 5 6 3
Vardas542 Pavardė542 2 5 8 9 9 7
Vardas543 Pavardė543 3 3 3 3 6 4
Vardas544 Pavardė544 2 2 3 9 9 8
Vardas545 Pavardė545 3 4 4 10 10 5
Vardas546 Pavardė546 3 4 4 7 7 3
Vardas547 Pavardė547 3 4 9 10 10 6
Vardas548 Pavardė548 3 3 4 6 6 7
Vardas549 Pavardė549 3 5 6 9 9 3
Vardas550 Pavardė550 2 2 3 3 8 8
Vardas551 Pavardė551 3 6 8 9 9 4
Vardas552 Pavardė552 4 8 9 10 10 2
Vardas553 Pavardė553 3 4 6 7 9 9
Vardas554 Pavardė554 3 4 8 8 8 8
Vardas555 Pavardė555 2 5 6 7 10 3
Vardas556 Pavardė556 3 4 7 9 9 6
Vardas557 Pavardė557 2 2 4 8 8 6
