Vardas Pavardė ND1 ND2 ND3 ND4 ND5 Egzaminas
Vardas1151 Pavardė1151 3 5 6 6 10 9
Vardas1153 Pavardė1153 2 3 4 7 8 9
Vardas1154 Pavardė1154 2 2 2 2 9 7
Vardas1155 Pavardė1155 3 4 5 8 9 8
Vardas1157 Pavardė1157 2 7 7 8 8 9
Vardas1158 Pavardė1158 4 4 5 6 10 10
Vardas116 Pavardė116 5 7 7 8 9 8
Vardas1160 Pavardė1160 2 3 7 8 9 6
Vardas1161 Pavardė1161 2 3 6 6 9 5
Vardas1163 Pavardė1163 2 3 4 9 10 6
Vardas1164 Pavardė1164 3 4 5 5 10 6
Vardas1166 Pavardė1166 4 5 6 9 10 10
Vardas1167 Pavardė1167 3 4 5 6 10 7
Vardas1168 Pavardė1168 2 6 6 6 7 8
Vardas1169 Pavardė1169 3 6 8 9 10 8
Vardas117 Pavardė117 6 7 8 9 9 10
Vardas1170 Pavardė1170 2 3 5 8 9 5
Vardas1171 Pavardė1171 2 3 5 6 8 9
Vardas1174 Pavardė1174 4 5 8 9 9 9
Vardas1175 Pavardė1175 3 6 7 10 10 6
Vardas1177 Pavardė1177 4 6 9 9 10 9
Vardas1179 Pavardė1179 2 4 4 4 10 8
Vardas118 Pavardė118 3 4 7 8 9 5
Vardas1181 Pavardė1181 2 3 6 6 8 10
Vardas1183 Pavardė1183 2 4 5 8 9 9
Vardas1184 Pavardė1184 3 4 4 5 10 8
Vardas1185 Pavardė1185 3 5 5 6 10 8
Vardas1187 Pavardė1187 4 5 7 8 10 9
Vardas1189 Pavardė1189 4 4 6 9 10 6
Vardas119 Pavardė119 2 3 4 5 7 8
Vardas1190 Pavardė1190 7 8 9 9 10 6
Vardas1192 Pavardė1192 2 2 8 9 10 5
Vardas1193 Pavardė1193 4 5 6 8 10 8
Vardas1196 Pavardė1196 2 2 2 4 10 9
Vardas1197 Pavardė1197 3 5 6 10 10 5
Vardas1199 Pavardė1199 3 4 8 9 9 10
Vardas12 Pavardė12 4 7 7 9 9 10
Vardas120 Pavardė120 4 9 9 10 10 9
Vardas1201 Pavardė1201 4 4 5 9 10 9
Vardas1203 Pavardė1203 2 6 6 6 10 10
Vardas1204 Pavardė1204 2 4 6 8 10 5
Vardas1205 Pavardė1205 2 3 4 7 7 10
Vardas1208 Pavardė1208 4 6 6 8 10 6
Vardas1209 Pavardė1209 3 3 6 7 10 9
Vardas1211 Pavardė1211 3 3 5 5 6 8
Vardas1212 Pavardė1212 2 5 7 8 10 10
Vardas1214 Pavardė1214 5 6 7 9 10 4
Vardas1217 Pavardė1217 2 2 3 4 10 6
Vardas1219 Pavardė1219 3 4 8 10 10 5
Vardas122 Pavardė122 2 7 7 7 10 5
Vardas1221 Pavardė1221 3 7 7 8 9 7
Vardas1224 Pavardė1224 4 6 7 7 9 5
Vardas1225 Pavardė1225 3 4 4 6 6 9
Vardas1227 Pavardė1227 2 4 6 6 7 7
Vardas1228 Pavardė1228 2 4 4 6 6 10
Vardas1229 Pavardė1229 4 7 8 9 10 10
Vardas1230 Pavardė1230 8 8 8 8 10 8
Vardas1231 Pavardė1231 4 5 7 8 10 5
Vardas1232 Pavardė1232 4 4 7 8 10 9
Vardas1233 Pavardė1233 3 5 7 8 9 9
Vardas1234 Pavardė1234 3 5 7 7 7 5
Vardas1235 Pavardė1235 4 6 6 6 7 9
Vardas1236 Pavardė1236 2 5 7 8 9 10
Vardas1238 Pavardė1238 4 5 7 9 10 6
Vardas124 Pavardė124 3 3 7 10 10 6
Vardas1241 Pavardė1241 3 4 5 8 9 7
Vardas1243 Pavardė1243 2 3 5 8 10 9
Vardas1246 Pavardė1246 2 3 4 7 7 7
Vardas1247 Pavardė1247 4 5 5 6 7 6
Vardas1248 Pavardė1248 4 6 6 9 10 8
Vardas1250 Pavardė1250 3 4 5 10 10 5
Vardas1251 Pavardė1251 2 3 4 8 9 5
Vardas1253 Pavardė1253 5 6 7 9 10 7
Vardas1254 Pavardė1254 4 4 5 7 8 10
Vardas1255 Pavardė1255 3 4 4 5 7 6
Vardas1256 Pavardė1256 3 4 5 6 9 10
Vardas1258 Pavardė1258 3 4 6 9 10 7
Vardas1259 Pavardė1259 4 4 5 8 10 6
Vardas126 Pavardė126 2 4 4 6 9 7
Vardas1263 Pavardė1263 2 4 5 7 9 5
Vardas1264 Pavardė1264 2 6 9 9 10 9
Vardas1266 Pavardė1266 3 3 7 7 10 7
Vardas1267 Pavardė1267 3 4 4 5 9 6
Vardas1268 Pavardė1268 4 6 7 10 10 9
Vardas127 Pavardė127 3 4 9 9 10 6
Vardas1271 Pavardė1271 3 5 6 9 10 6
Vardas1274 Pavardė1274 5 6 8 10 10 4
Vardas1275 Pavardė1275 2 7 8 8 10 7
Vardas1277 Pavardė1277 2 4 4 5 7 6
Vardas1278 Pavardė1278 2 2 2 8 8 9
Vardas128 Pavardė128 2 2 2 3 3 8
Vardas1280 Pavardė1280 2 4 9 10 10 7
Vardas1282 Pavardė1282 3 3 5 9 9 5
Vardas1283 Pavardė1283 2 4 8 8 10 9
Vardas1284 Pavardė1284 6 7 10 10 10 4
Vardas1286 Pavardė1286 3 5 7 8 10 5
Vardas1287 Pavardė1287 3 4 4 6 8 10
Vardas1289 Pavardė1289 4 5 7 7 8 6
Vardas129 Pavardė129 5 5 8 8 9 6
Vardas1291 Pavardė1291 2 4 6 6 9 9
Vardas1292 Pavardė1292 3 3 5 8 8 5
Vardas1295 Pavardė1295 2 2 5 7 9 6
Vardas1298 Pavardė1298 5 7 8 8 9 4
Vardas1299 Pavardė1299 3 4 6 6 8 7
Vardas13 Pavardė13 2 6 8 9 9 8
Vardas1301 Pavardė1301 2 5 7 8 9 5
Vardas1302 Pavardė1302 3 6 7 7 7 7
Vardas1303 Pavardė1303 3 5 5 5 6 6
Vardas1305 Pavardė1305 2 4 5 5 9 5
Vardas1306 Pavardė1306 4 5 7 7 9 10
Vardas1308 Pavardė1308 2 3 7 9 10 7
Vardas131 Pavardė131 3 4 7 10 10 5
Vardas1314 Pavardė1314 3 5 6 7 9 6
Vardas1317 Pavardė1317 2 4 8 8 10 8
Vardas1321 Pavardė1321 2 3 5 8 10 5
Vardas1326 Pavardė1326 2 3 5 7 8 8
Vardas1329 Pavardė1329 6 8 8 8 10 5
Vardas133 Pavardė133 2 5 5 6 9 5
Vardas1330 Pavardė1330 2 4 4 9 10 10
Vardas1332 Pavardė1332 4 4 4 6 10 10
Vardas1333 Pavardė1333 2 7 8 8 9 10
Vardas1334 Pavardė1334 4 5 8 9 10 9
Vardas1336 Pavardė1336 2 4 4 9 10 6
Vardas1337 Pavardė1337 3 4 5 7 8 9
Vardas1339 Pavardė1339 2 3 4 4 5 10
Vardas1340 Pavardė1340 2 3 6 9 10 8
Vardas1341 Pavardė1341 5 6 7 7 8 6
Vardas1342 Pavardė1342 4 7 9 9 10 5
Vardas1344 Pavardė1344 5 6 8 9 9 6
Vardas1346 Pavardė1346 3 5 8 8 9 10
Vardas1347 Pavardė1347 2 5 5 6 10 7
Vardas1348 Pavardė1348 3 3 4 5 10 7
Vardas1349 Pavardė1349 2 7 7 7 8 10
Vardas1352 Pavardė1352 3 5 5 6 7 5
Vardas1353 Pavardė1353 4 4 5 6 9 10
Vardas1354 Pavardė1354 4 7 9 9 10 4
Vardas1356 Pavardė1356 2 3 3 4 6 7
Vardas1357 Pavardė1357 2 5 7 10 10 5
Vardas1358 Pavardė1358 3 3 4 5 8 10
Vardas136 Pavardė136 3 7 7 8 10 7
Vardas1360 Pavardė1360 2 6 6 8 9 7
Vardas1363 Pavardė1363 2 3 4 6 9 9
Vardas1364 Pavardė1364 3 7 9 9 9 9
Vardas1366 Pavardė1366 4 6 9 10 10 5
Vardas1367 Pavardė1367 2 3 5 5 10 8
Vardas1368 Pavardė1368 2 2 7 7 8 8
Vardas1369 Pavardė1369 4 5 5 7 8 7
Vardas137 Pavardė137 2 4 6 7 9 6
Vardas1370 Pavardė1370 2 4 5 6 9 9
Vardas1372 Pavardė1372 4 5 10 10 10 8
Vardas1375 Pavardė1375 2 6 9 10 10 9
Vardas1377 Pavardė1377 2 5 5 7 10 9
Vardas1379 Pavardė1379 3 4 4 5 9 10
Vardas138 Pavardė138 2 2 5 9 10 7
Vardas1380 Pavardė1380 3 4 4 4 7 9
Vardas1381 Pavardė1381 7 8 9 9 10 8
Vardas1384 Pavardė1384 4 5 8 10 10 6
Vardas1386 Pavardė1386 3 3 5 6 6 9
Vardas1389 Pavardė1389 5 5 5 9 10 7
Vardas1390 Pavardė1390 6 6 10 10 10 7
Vardas1391 Pavardė1391 5 6 6 9 10 8
Vardas1394 Pavardė1394 3 7 9 9 10 7
Vardas1395 Pavardė1395 5 5 7 7 8 5
Vardas1396 Pavardė1396 2 2 4 10 10 6
Vardas1398 Pavardė1398 2 3 3 4 10 8
Vardas14 Pavardė14 2 8 9 10 10 9
Vardas140 Pavardė140 3 3 4 5 10 6
Vardas1401 Pavardė1401 2 5 6 8 9 8
Vardas1402 Pavardė1402 2 3 3 7 10 6
Vardas1403 Pavardė1403 6 8 8 8 10 10
Vardas1404 Pavardė1404 4 5 6 6 7 7
Vardas1405 Pavardė1405 6 8 10 10 10 5
Vardas1406 Pavardė1406 3 3 4 6 9 5
Vardas1407 Pavardė1407 3 4 6 6 10 7
Vardas1409 Pavardė1409 2 2 5 6 9 10
Vardas1410 Pavardė1410 2 2 3 4 10 9
Vardas1412 Pavardė1412 2 3 3 7 8 7
Vardas1414 Pavardė1414 4 5 7 9 10 5
Vardas1415 Pavardė1415 2 5 6 6 9 5
Vardas1416 Pavardė1416 2 4 5 7 10 7
Vardas1417 Pavardė1417 3 3 4 6 7 8
Vardas1418 Pavardė1418 3 8 10 10 10 10
Vardas1420 Pavardė1420 6 7 8 8 10 4
Vardas1422 Pavardė1422 2 6 7 9 10 9
Vardas1423 Pavardė1423 2 4 6 7 8 8
Vardas1424 Pavardė1424 5 6 9 9 10 5
Vardas1427 Pavardė1427 2 4 5 7 9 10
Vardas1429 Pavardė1429 4 4 4 6 8 10
Vardas1431 Pavardė1431 3 4 7 7 8 6
Vardas1433 Pavardė1433 5 5 6 8 10 8
Vardas1436 Pavardė1436 3 5 7 8 8 7
Vardas1439 Pavardė1439 2 4 4 6 8 10
Vardas1440 Pavardė1440 2 5 8 8 8 7
Vardas1441 Pavardė1441 2 2 3 6 9 8
Vardas1442 Pavardė1442 3 4 6 7 9 7
Vardas1446 Pavardė1446 3 5 6 8 8 10
Vardas1447 Pavardė1447 2 3 5 6 8 7
Vardas1448 Pavardė1448 4 4 5 5 6 10
Vardas145 Pavardė145 3 3 5 6 6 6
Vardas1450 Pavardė1450 2 5 6 8 10 6
Vardas1451 Pavardė1451 2 3 5 6 7 8
Vardas1456 Pavardė1456 2 3 4 5 6 6
Vardas1457 Pavardė1457 3 5 8 9 10 10
Vardas1459 Pavardė1459 2 9 10 10 10 5
Vardas1460 Pavardė1460 4 5 5 8 9 7
Vardas1461 Pavardė1461 3 4 6 10 10 6
Vardas1466 Pavardė1466 3 5 6 7 8 7
Vardas1467 Pavardė1467 3 6 7 7 8 9
Vardas1468 Pavardė1468 3 6 8 9 9 10
Vardas1469 Pavardė1469 3 6 7 10 10 6
Vardas1470 Pavardė1470 3 4 8 8 10 8
Vardas1474 Pavardė1474 6 8 9 10 10 4
Vardas1475 Pavardė1475 3 4 6 8 10 6
Vardas1478 Pavardė1478 3 4 6 7 10 5
Vardas1479 Pavardė1479 4 6 6 9 9 9
Vardas148 Pavardė148 2 2 9 10 10 9
Vardas1481 Pavardė1481 2 3 6 7 10 7
Vardas1482 Pavardė1482 2 3 5 7 10 7
Vardas1486 Pavardė1486 2 6 6 7 9 5
Vardas1487 Pavardė1487 2 4 6 7 10 9
Vardas1488 Pavardė1488 4 5 5 8 10 5
Vardas1489 Pavardė1489 2 2 5 5 6 6
Vardas149 Pavardė149 2 2 7 7 8 9
Vardas1490 Pavardė1490 5 6 6 8 10 9
Vardas1491 Pavardė1491 3 6 7 8 10 5
Vardas1492 Pavardė1492 3 5 6 7 9 9
Vardas1494 Pavardė1494 2 2 2 3 7 9
Vardas1495 Pavardė1495 2 2 2 3 6 6
Vardas1496 Pavardė1496 3 5 6 6 10 5
Vardas1497 Pavardė1497 7 7 8 10 10 5
Vardas1498 Pavardė1498 2 3 5 6 7 9
Vardas150 Pavardė150 5 6 7 9 10 4
Vardas1500 Pavardė1500 3 3 8 9 10 6
Vardas1502 Pavardė1502 3 7 8 9 9 10
Vardas1503 Pavardė1503 2 3 4 6 8 7
Vardas1504 Pavardė1504 2 5 8 10 10 5
Vardas1505 Pavardė1505 2 2 5 9 10 5
Vardas1506 Pavardė1506 4 4 7 9 10 6
Vardas1508 Pavardė1508 3 3 5 9 9 6
Vardas1509 Pavardė1509 2 3 8 10 10 7
Vardas1510 Pavardė1510 2 5 7 8 8 8
Vardas1511 Pavardė1511 3 5 7 8 10 10
Vardas1512 Pavardė1512 4 5 5 6 10 10
Vardas1514 Pavardė1514 2 3 3 6 10 6
Vardas1517 Pavardė1517 2 3 9 10 10 7
Vardas1519 Pavardė1519 3 3 7 8 9 8
Vardas152 Pavardė152 3 3 4 8 9 7
Vardas1520 Pavardė1520 6 6 10 10 10 6
Vardas1521 Pavardė1521 2 7 9 10 10 5
Vardas1522 Pavardė1522 9 9 10 10 10 7
Vardas1524 Pavardė1524 2 3 5 5 6 7
Vardas1526 Pavardė1526 2 5 8 10 10 5
Vardas153 Pavardė153 2 4 7 7 8 10
Vardas1530 Pavardė1530 5 6 6 10 10 7
Vardas1531 Pavardė1531 2 3 6 9 9 8
Vardas1532 Pavardė1532 3 6 7 8 9 6
Vardas1535 Pavardė1535 3 3 4 9 10 6
Vardas1538 Pavardė1538 5 5 8 9 10 4
Vardas1539 Pavardė1539 4 5 6 6 7 8
Vardas154 Pavardė154 2 4 5 7 8 7
Vardas1540 Pavardė1540 3 5 5 8 9 5
Vardas1541 Pavardė1541 2 6 7 8 9 8
Vardas1542 Pavardė1542 2 3 5 6 10 6
Vardas1544 Pavardė1544 2 4 4 5 9 6
Vardas1546 Pavardė1546 2 4 4 7 9 5
Vardas1547 Pavardė1547 6 7 8 8 9 7
Vardas1548 Pavardė1548 2 4 6 6 7 8
Vardas1549 Pavardė1549 5 5 7 9 10 9
Vardas155 Pavardė155 2 3 4 5 8 9
Vardas1550 Pavardė1550 3 4 6 7 10 10
Vardas1551 Pavardė1551 7 8 8 8 8 8
Vardas1553 Pavardė1553 4 6 7 9 9 7
Vardas1556 Pavardė1556 4 7 8 10 10 9
Vardas1557 Pavardė1557 2 9 9 10 10 8
Vardas156 Pavardė156 2 3 6 9 9 6
Vardas1560 Pavardė1560 2 2 6 7 9 10
Vardas1561 Pavardė1561 3 3 5 7 8 8
Vardas1562 Pavardė1562 2 3 5 9 10 6
Vardas1563 Pavardė1563 4 4 6 7 8 7
Vardas1564 Pavardė1564 4 4 5 5 9 8
Vardas1566 Pavardė1566 2 4 6 8 10 7
Vardas1567 Pavardė1567 2 3 5 7 9 6
Vardas1568 Pavardė1568 2 3 4 7 10 8
Vardas1570 Pavardė1570 2 4 5 7 7 7
Vardas1572 Pavardė1572 2 5 7 8 8 10
Vardas1574 Pavardė1574 2 2 5 6 9 9
Vardas1575 Pavardė1575 4 4 4 8 8 10
Vardas1576 Pavardė1576 2 6 7 10 10 10
Vardas1577 Pavardė1577 2 4 5 8 10 10
Vardas1578 Pavardė1578 2 6 7 9 10 8
Vardas158 Pavardė158 4 6 8 8 10 8
Vardas1580 Pavardė1580 4 4 6 7 8 6
Vardas1582 Pavardė1582 3 4 6 6 10 8
Vardas1585 Pavardė1585 2 5 5 7 8 9
Vardas1586 Pavardė1586 2 4 4 5 7 10
Vardas1587 Pavardė1587 2 3 9 10 10 9
Vardas1589 Pavardė1589 3 4 4 5 8 9
Vardas159 Pavardė159 4 5 5 8 10 9
Vardas1590 Pavardė1590 5 5 7 8 9 8
Vardas1591 Pavardė1591 5 5 6 8 9 8
Vardas1594 Pavardė1594 6 6 6 8 9 7
Vardas1596 Pavardė1596 2 3 6 6 6 6
Vardas1597 Pavardė1597 3 5 5 5 5 6
Vardas1599 Pavardė1599 2 4 6 8 9 9
Vardas16 Pavardė16 3 4 4 6 9 6
Vardas1600 Pavardė1600 2 6 7 9 9 10
Vardas1602 Pavardė1602 2 5 6 8 10 10
Vardas1603 Pavardė1603 2 4 5 5 6 8
Vardas1605 Pavardė1605 2 6 7 9 10 10
Vardas1606 Pavardė1606 2 2 2 6 9 8
Vardas1609 Pavardė1609 5 5 6 7 10 10
Vardas161 Pavardė161 4 7 8 9 9 9
Vardas1611 Pavardė1611 3 3 4 6 10 9
Vardas1613 Pavardė1613 3 3 4 7 9 7
Vardas1614 Pavardė1614 3 3 3 8 10 6
Vardas1615 Pavardė1615 5 5 6 7 7 9
Vardas1617 Pavardė1617 3 7 7 8 9 10
Vardas1618 Pavardė1618 2 2 3 7 8 7
Vardas162 Pavardė162 5 5 6 7 7 5
Vardas1621 Pavardė1621 2 4 7 8 10 9
Vardas1622 Pavardė1622 2 3 4 7 8 9
Vardas1623 Pavardė1623 4 7 7 7 7 7
Vardas1624 Pavardė1624 2 2 5 7 9 7
Vardas1625 Pavardė1625 4 6 6 6 9 10
Vardas1626 Pavardė1626 2 3 6 7 9 8
Vardas1627 Pavardė1627 2 4 5 8 10 9
Vardas1629 Pavardė1629 2 3 6 10 10 6
Vardas163 Pavardė163 3 4 5 6 8 8
Vardas1632 Pavardė1632 7 7 8 8 10 6
Vardas1633 Pavardė1633 2 5 6 7 9 10
Vardas1635 Pavardė1635 7 7 7 8 10 5
Vardas1636 Pavardė1636 3 4 4 9 10 8
Vardas1638 Pavardė1638 2 4 5 7 8 8
Vardas1639 Pavardė1639 2 5 6 8 9 8
Vardas164 Pavardė164 2 5 5 5 9 9
Vardas1641 Pavardė1641 2 3 3 7 7 6
Vardas1642 Pavardė1642 2 7 7 7 8 5
Vardas1643 Pavardė1643 5 6 6 6 9 6
Vardas1645 Pavardė1645 3 4 6 7 10 7
Vardas1646 Pavardė1646 2 3 7 7 9 6
Vardas1647 Pavardė1647 3 5 6 8 10 5
Vardas1648 Pavardė1648 2 2 4 8 10 6
Vardas1651 Pavardė1651 2 2 5 7 9 10
Vardas1654 Pavardė1654 5 7 7 7 8 6
Vardas1655 Pavardė1655 4 5 7 9 10 5
Vardas1656 Pavardė1656 2 3 4 4 5 6
Vardas1658 Pavardė1658 4 4 6 7 10 9
Vardas1660 Pavardė1660 3 4 6 6 7 8
Vardas1661 Pavardė1661 3 3 5 7 9 8
Vardas1662 Pavardė1662 2 8 9 10 10 10
Vardas1664 Pavardė1664 2 4 7 8 9 6
Vardas1665 Pavardė1665 5 5 6 10 10 5
Vardas1666 Pavardė1666 2 6 6 8 9 7
Vardas1667 Pavardė1667 2 5 6 6 7 9
Vardas1668 Pavardė1668 3 8 9 9 10 6
Vardas1670 Pavardė1670 4 6 8 8 10 10
Vardas1671 Pavardė1671 4 6 7 7 10 9
Vardas1672 Pavardė1672 5 5 8 8 10 10
Vardas1673 Pavardė1673 4 6 6 7 10 6
Vardas1675 Pavardė1675 2 5 5 7 7 5
Vardas1677 Pavardė1677 3 5 6 10 10 7
Vardas1678 Pavardė1678 2 2 3 3 3 10
Vardas1679 Pavardė1679 2 2 2 5 6 10
Vardas168 Pavardė168 2 5 6 7 8 9
Vardas1682 Pavardė1682 2 4 5 9 10 10
Vardas1683 Pavardė1683 4 5 7 10 10 7
Vardas1684 Pavardė1684 3 3 4 7 10 9
Vardas1686 Pavardė1686 2 3 7 7 10 7
Vardas1688 Pavardė1688 2 2 5 6 8 9
Vardas1689 Pavardė1689 4 4 5 8 9 9
Vardas169 Pavardė169 3 4 4 10 10 7
Vardas1691 Pavardė1691 2 4 5 7 10 6
Vardas1692 Pavardė1692 2 5 8 9 10 10
Vardas1693 Pavardė1693 5 7 8 9 10 6
Vardas1694 Pavardė1694 3 3 5 8 9 7
Vardas1695 Pavardė1695 2 2 3 5 8 9
Vardas1696 Pavardė1696 5 5 8 9 10 9
Vardas1697 Pavardė1697 2 3 5 6 6 9
Vardas1699 Pavardė1699 5 7 7 10 10 5
Vardas170 Pavardė170 2 5 5 9 9 5
Vardas1700 Pavardė1700 2 5 5 7 8 8
Vardas1701 Pavardė1701 3 4 5 7 8 10
Vardas1702 Pavardė1702 6 7 10 10 10 4
Vardas1703 Pavardė1703 2 3 3 4 5 8
Vardas1704 Pavardė1704 4 4 5 9 9 5
Vardas1705 Pavardė1705 2 6 7 8 10 6
Vardas1706 Pavardė1706 3 4 6 8 9 7
Vardas1707 Pavardė1707 3 4 6 8 10 9
Vardas1709 Pavardė1709 2 3 5 6 10 10
Vardas1711 Pavardė1711 4 6 8 9 9 9
Vardas1712 Pavardė1712 4 6 7 7 10 9
Vardas1713 Pavardė1713 2 3 5 6 6 7
Vardas1715 Pavardė1715 2 2 3 6 7 8
Vardas1716 Pavardė1716 2 4 5 6 10 9
Vardas1717 Pavardė1717 2 2 3 10 10 8
Vardas1718 Pavardė1718 4 7 8 9 9 7
Vardas1719 Pavardė1719 6 6 7 8 10 10
Vardas172 Pavardė172 4 4 5 7 8 10
Vardas1720 Pavardė1720 4 6 6 8 9 5
Vardas1721 Pavardė1721 3 5 6 7 8 7
Vardas1722 Pavardė1722 2 5 5 6 9 5
Vardas1723 Pavardė1723 3 7 9 9 10 5
Vardas1724 Pavardė1724 3 4 5 6 7 9
Vardas1725 Pavardė1725 3 3 4 7 9 10
Vardas1727 Pavardė1727 3 4 6 9 10 9
Vardas1729 Pavardė1729 2 4 8 9 10 7
