Vardas Pavardė ND1 ND2 ND3 ND4 ND5 Egzaminas
Vardas10055 Pavardė10055 3 6 6 7 9 6
Vardas10056 Pavardė10056 6 7 8 8 9 5
Vardas10057 Pavardė10057 3 6 8 8 9 9
Vardas10059 Pavardė10059 2 3 4 9 10 7
Vardas10060 Pavardė10060 4 5 8 10 10 7
Vardas10063 Pavardė10063 2 3 3 5 10 7
Vardas10066 Pavardė10066 2 2 5 9 10 5
Vardas10067 Pavardė10067 2 3 4 10 10 5
Vardas10068 Pavardė10068 6 8 8 8 10 10
Vardas10069 Pavardė10069 6 6 8 9 9 9
Vardas10070 Pavardė10070 2 6 6 7 10 6
Vardas10071 Pavardė10071 3 4 5 8 10 10
Vardas10072 Pavardė10072 3 3 6 6 9 7
Vardas10073 Pavardė10073 3 6 7 9 10 9
Vardas10074 Pavardė10074 4 5 5 8 10 10
Vardas10075 Pavardė10075 3 6 6 6 10 10
Vardas10076 Pavardė10076 3 3 8 9 10 6
Vardas10079 Pavardė10079 7 7 7 9 10 4
Vardas1008 Pavardė1008 5 6 7 8 8 8
Vardas10080 Pavardė10080 3 4 9 9 10 7
Vardas10081 Pavardė10081 2 7 10 10 10 4
Vardas10083 Pavardė10083 4 4 5 7 9 9
Vardas10084 Pavardė10084 4 4 4 7 10 8
Vardas10085 Pavardė10085 3 3 7 7 10 9
Vardas10088 Pavardė10088 3 5 8 8 10 6
Vardas10089 Pavardė10089 2 2 4 8 9 10
Vardas1009 Pavardė1009 3 9 10 10 10 8
Vardas10090 Pavardė10090 2 3 7 8 10 6
Vardas10091 Pavardė10091 3 3 6 7 10 9
Vardas10092 Pavardė10092 2 2 6 7 10 9
Vardas10096 Pavardė10096 2 3 3 5 9 8
Vardas10098 Pavardė10098 2 4 5 8 9 5
Vardas10099 Pavardė10099 2 4 6 8 8 10
Vardas1010 Pavardė1010 3 3 3 5 6 8
Vardas10100 Pavardė10100 2 3 7 8 10 6
Vardas10101 Pavardė10101 3 6 7 9 10 5
Vardas10102 Pavardė10102 3 3 3 5 9 10
Vardas10105 Pavardė10105 2 3 5 7 10 10
Vardas10106 Pavardė10106 4 5 6 8 9 6
Vardas10107 Pavardė10107 3 4 7 7 9 7
Vardas10108 Pavardė10108 2 6 7 8 8 9
Vardas10109 Pavardė10109 2 4 7 7 9 10
Vardas1011 Pavardė1011 3 4 5 7 8 9
Vardas10110 Pavardė10110 2 3 4 6 10 7
Vardas10111 Pavardė10111 7 9 9 10 10 7
Vardas10112 Pavardė10112 4 5 7 8 8 6
Vardas10113 Pavardė10113 4 7 9 10 10 4
Vardas10114 Pavardė10114 3 3 4 4 8 10
Vardas10115 Pavardė10115 3 5 7 8 8 5
Vardas10116 Pavardė10116 3 7 8 10 10 5
Vardas10120 Pavardė10120 4 6 6 8 9 8
Vardas10122 Pavardė10122 2 5 7 7 9 9
Vardas10124 Pavardė10124 4 6 7 8 10 7
Vardas10125 Pavardė10125 4 7 9 10 10 8
Vardas10128 Pavardė10128 5 6 9 9 10 8
Vardas10129 Pavardė10129 4 4 7 9 9 10
Vardas10130 Pavardė10130 2 2 3 7 10 10
Vardas10131 Pavardė10131 3 5 7 10 10 10
Vardas10132 Pavardė10132 2 6 7 7 10 10
Vardas10133 Pavardė10133 3 4 5 6 10 8
Vardas10134 Pavardė10134 2 3 5 8 10 8
Vardas10135 Pavardė10135 2 3 4 4 5 7
Vardas10136 Pavardė10136 3 3 6 6 7 5
Vardas10137 Pavardė10137 2 6 7 9 9 7
Vardas10139 Pavardė10139 6 9 9 10 10 4
Vardas10140 Pavardė10140 3 6 7 10 10 6
Vardas10141 Pavardė10141 2 3 6 9 9 8
Vardas10142 Pavardė10142 5 6 7 7 8 6
Vardas10144 Pavardė10144 3 4 4 8 9 9
Vardas10146 Pavardė10146 2 2 3 8 10 6
Vardas10148 Pavardė10148 2 4 7 8 9 8
Vardas1015 Pavardė1015 3 5 5 7 10 6
Vardas10150 Pavardė10150 2 2 5 6 7 7
Vardas10151 Pavardė10151 2 2 5 8 9 5
Vardas10152 Pavardė10152 2 6 7 8 9 8
Vardas10154 Pavardė10154 2 5 6 7 9 10
Vardas10156 Pavardė10156 5 8 8 10 10 8
Vardas10157 Pavardė10157 2 5 6 7 9 5
Vardas10158 Pavardė10158 3 4 5 6 10 5
Vardas10159 Pavardė10159 2 3 7 8 10 9
Vardas1016 Pavardė1016 2 6 8 10 10 5
Vardas10160 Pavardė10160 2 2 6 6 9 6
Vardas10165 Pavardė10165 4 8 9 9 10 5
Vardas10166 Pavardė10166 4 5 8 8 9 6
Vardas10167 Pavardė10167 3 5 8 9 10 10
Vardas10168 Pavardė10168 2 2 4 5 8 10
Vardas1017 Pavardė1017 2 5 7 7 9 9
Vardas10171 Pavardė10171 2 3 5 7 10 7
Vardas10172 Pavardė10172 2 3 6 7 9 8
Vardas10173 Pavardė10173 2 3 4 4 6 6
Vardas10174 Pavardė10174 2 4 5 6 9 6
Vardas10177 Pavardė10177 4 5 5 7 10 6
Vardas10178 Pavardė10178 2 4 6 8 10 9
Vardas10179 Pavardė10179 2 4 4 4 7 9
Vardas1018 Pavardė1018 3 8 8 10 10 6
Vardas10180 Pavardė10180 8 9 9 10 10 4
Vardas10182 Pavardė10182 5 6 7 7 10 8
Vardas10183 Pavardė10183 2 9 9 10 10 9
Vardas10185 Pavardė10185 6 7 9 9 10 7
Vardas10186 Pavardė10186 6 7 8 9 10 8
Vardas10187 Pavardė10187 7 7 7 9 10 4
Vardas10189 Pavardė10189 5 6 8 8 9 8
Vardas1019 Pavardė1019 2 5 6 6 8 7
Vardas10190 Pavardė10190 2 7 7 8 10 10
Vardas10191 Pavardė10191 2 6 6 8 9 7
Vardas10192 Pavardė10192 2 4 5 5 6 7
Vardas10193 Pavardė10193 3 4 5 6 7 5
Vardas10194 Pavardė10194 5 5 8 10 10 6
Vardas10195 Pavardė10195 2 2 7 7 10 8
Vardas10196 Pavardė10196 2 4 7 8 9 8
Vardas10199 Pavardė10199 3 3 6 7 10 9
Vardas10201 Pavardė10201 2 4 4 9 10 7
Vardas10203 Pavardė10203 3 4 6 10 10 8
Vardas10204 Pavardė10204 2 3 7 7 9 5
Vardas10205 Pavardė10205 2 5 5 6 9 9
Vardas10206 Pavardė10206 2 5 7 8 9 7
Vardas10207 Pavardė10207 2 3 5 7 10 10
Vardas10209 Pavardė10209 2 4 7 8 10 7
Vardas1021 Pavardė1021 4 5 8 8 10 8
Vardas10211 Pavardė10211 2 3 3 7 10 6
Vardas10213 Pavardė10213 2 2 4 5 9 9
Vardas10215 Pavardė10215 3 3 5 5 8 10
Vardas10216 Pavardė10216 3 4 6 7 10 9
Vardas10218 Pavardė10218 2 4 5 8 10 8
Vardas10219 Pavardė10219 3 5 8 8 8 6
Vardas1022 Pavardė1022 4 4 7 8 10 7
Vardas10220 Pavardė10220 2 3 3 6 9 10
Vardas10221 Pavardė10221 2 8 8 9 10 5
Vardas10222 Pavardė10222 8 9 9 9 10 6
Vardas10223 Pavardė10223 6 6 6 10 10 10
Vardas10224 Pavardė10224 2 4 7 7 9 9
Vardas10225 Pavardė10225 2 5 6 7 9 7
Vardas10228 Pavardė10228 3 6 6 8 8 6
Vardas1023 Pavardė1023 4 4 5 6 7 6
Vardas10230 Pavardė10230 2 5 7 7 8 9
Vardas10232 Pavardė10232 3 4 6 7 10 8
Vardas10234 Pavardė10234 4 7 7 9 9 8
Vardas10235 Pavardė10235 2 3 6 6 10 8
Vardas10236 Pavardė10236 5 8 8 10 10 9
Vardas10238 Pavardė10238 2 2 4 9 10 8
Vardas10239 Pavardė10239 3 4 6 6 9 5
Vardas1024 Pavardė1024 5 6 8 8 9 7
Vardas10240 Pavardė10240 2 4 6 8 10 9
Vardas10242 Pavardė10242 2 2 5 8 10 10
Vardas10243 Pavardė10243 7 7 7 9 10 9
Vardas10246 Pavardė10246 2 4 5 9 10 8
Vardas10247 Pavardė10247 2 6 6 8 10 9
Vardas1025 Pavardė1025 2 4 6 10 10 9
Vardas10250 Pavardė10250 3 3 3 8 10 7
Vardas10251 Pavardė10251 3 3 4 4 10 6
Vardas10254 Pavardė10254 2 4 6 7 8 6
Vardas10256 Pavardė10256 4 5 8 10 10 5
Vardas10258 Pavardė10258 4 5 7 8 9 6
Vardas10259 Pavardė10259 5 7 8 9 10 4
Vardas10260 Pavardė10260 2 8 8 9 10 7
Vardas10261 Pavardė10261 3 4 6 9 9 9
Vardas10262 Pavardė10262 5 7 8 9 10 10
Vardas10263 Pavardė10263 3 4 6 7 10 8
Vardas10264 Pavardė10264 2 5 8 8 9 6
Vardas10265 Pavardė10265 2 4 6 8 8 6
Vardas10268 Pavardė10268 2 7 7 8 8 8
Vardas10269 Pavardė10269 2 2 4 6 6 7
Vardas1027 Pavardė1027 2 2 3 6 10 9
Vardas10270 Pavardė10270 3 5 5 7 8 9
Vardas10271 Pavardė10271 3 3 3 5 8 6
Vardas10272 Pavardė10272 4 4 4 6 7 8
Vardas10273 Pavardė10273 2 4 5 8 8 10
Vardas10278 Pavardė10278 2 2 3 9 9 6
Vardas10279 Pavardė10279 2 2 6 7 8 9
Vardas10281 Pavardė10281 2 3 5 7 10 5
Vardas10283 Pavardė10283 7 7 8 8 9 9
Vardas10284 Pavardė10284 3 5 7 8 9 9
Vardas10285 Pavardė10285 7 7 7 8 10 7
Vardas10286 Pavardė10286 7 8 10 10 10 7
Vardas10288 Pavardė10288 2 4 6 6 7 6
Vardas10289 Pavardė10289 5 5 6 7 8 9
Vardas1029 Pavardė1029 4 5 6 7 8 6
Vardas10292 Pavardė10292 4 4 8 9 9 7
Vardas10293 Pavardė10293 2 3 4 8 10 10
Vardas10296 Pavardė10296 3 4 5 9 9 9
Vardas10297 Pavardė10297 2 6 8 8 9 8
Vardas10298 Pavardė10298 2 2 5 5 6 7
Vardas10299 Pavardė10299 4 5 7 9 10 7
Vardas103 Pavardė103 5 5 5 7 9 6
Vardas1030 Pavardė1030 5 6 6 9 10 7
Vardas10300 Pavardė10300 5 6 9 10 10 10
Vardas10301 Pavardė10301 2 6 6 10 10 8
Vardas10303 Pavardė10303 3 3 4 5 8 8
Vardas10304 Pavardė10304 2 6 8 8 10 7
Vardas10305 Pavardė10305 5 6 9 10 10 8
Vardas10306 Pavardė10306 2 4 5 8 10 10
Vardas10307 Pavardė10307 2 2 2 5 6 8
Vardas10308 Pavardė10308 5 7 7 8 10 7
Vardas1031 Pavardė1031 3 4 5 9 10 5
Vardas10311 Pavardė10311 3 3 3 4 10 6
Vardas10312 Pavardė10312 2 6 6 7 9 10
Vardas10313 Pavardė10313 2 3 3 3 10 7
Vardas10314 Pavardė10314 3 4 8 8 8 5
Vardas10315 Pavardė10315 6 8 10 10 10 6
Vardas10317 Pavardė10317 2 5 6 7 10 5
Vardas10318 Pavardė10318 3 4 4 7 7 10
Vardas10319 Pavardė10319 2 3 8 10 10 7
Vardas1032 Pavardė1032 2 3 3 8 9 8
Vardas10320 Pavardė10320 4 5 6 6 9 10
Vardas10321 Pavardė10321 2 6 7 8 8 7
Vardas10322 Pavardė10322 3 4 4 6 9 10
Vardas10323 Pavardė10323 4 6 7 9 10 6
Vardas10325 Pavardė10325 2 2 2 6 7 10
Vardas10326 Pavardė10326 4 6 9 10 10 4
Vardas10328 Pavardė10328 3 4 5 8 9 5
Vardas1033 Pavardė1033 3 5 5 6 8 9
Vardas10330 Pavardė10330 6 6 8 9 9 5
Vardas10331 Pavardė10331 2 5 7 8 9 8
Vardas10333 Pavardė10333 2 5 7 8 8 8
Vardas10334 Pavardė10334 3 4 4 6 9 9
Vardas10335 Pavardė10335 2 4 7 8 10 6
Vardas10337 Pavardė10337 4 4 4 8 8 8
Vardas10338 Pavardė10338 2 4 4 5 10 8
Vardas1034 Pavardė1034 2 2 6 8 10 8
Vardas10341 Pavardė10341 3 3 7 9 9 7
Vardas10343 Pavardė10343 2 2 4 6 6 9
Vardas10345 Pavardė10345 3 6 7 9 10 7
Vardas10346 Pavardė10346 2 2 4 6 7 7
Vardas10347 Pavardė10347 3 3 6 7 8 6
Vardas10349 Pavardė10349 3 3 6 9 10 8
Vardas10350 Pavardė10350 2 6 7 9 10 8
Vardas10351 Pavardė10351 3 6 8 8 8 5
Vardas10353 Pavardė10353 3 3 4 5 6 8
Vardas10356 Pavardė10356 2 7 7 8 10 6
Vardas10357 Pavardė10357 2 6 6 8 9 10
Vardas10359 Pavardė10359 3 5 6 7 8 7
Vardas1036 Pavardė1036 2 2 7 8 10 5
Vardas10361 Pavardė10361 3 7 8 9 10 7
Vardas10363 Pavardė10363 3 3 5 6 8 6
Vardas10365 Pavardė10365 3 5 5 9 10 7
Vardas10366 Pavardė10366 2 2 5 6 7 10
Vardas10367 Pavardė10367 3 8 8 8 9 9
Vardas10368 Pavardė10368 6 6 7 8 10 8
Vardas10369 Pavardė10369 3 4 5 9 9 7
Vardas10370 Pavardė10370 3 4 5 8 10 10
Vardas10372 Pavardė10372 2 4 6 7 9 10
Vardas10373 Pavardė10373 4 5 5 7 7 10
Vardas10374 Pavardė10374 2 6 6 6 7 6
Vardas10375 Pavardė10375 3 6 7 8 9 5
Vardas10376 Pavardė10376 5 8 8 10 10 7
Vardas10378 Pavardė10378 2 3 4 5 5 8
Vardas10379 Pavardė10379 3 4 4 5 8 8
Vardas10380 Pavardė10380 3 3 5 6 6 8
Vardas10382 Pavardė10382 3 6 7 7 8 5
Vardas10386 Pavardė10386 4 6 9 10 10 7
Vardas10388 Pavardė10388 2 4 4 8 8 8
Vardas10389 Pavardė10389 8 8 9 10 10 8
Vardas1039 Pavardė1039 3 3 3 7 8 8
Vardas10391 Pavardė10391 7 7 8 9 10 9
Vardas10393 Pavardė10393 3 5 6 7 9 5
Vardas10394 Pavardė10394 2 2 4 5 10 6
Vardas10395 Pavardė10395 7 9 10 10 10 5
Vardas10396 Pavardė10396 3 6 8 8 9 6
Vardas10397 Pavardė10397 3 6 7 10 10 9
Vardas10399 Pavardė10399 3 4 8 9 10 6
Vardas1040 Pavardė1040 3 5 5 7 9 5
Vardas10401 Pavardė10401 2 4 7 8 8 9
Vardas10402 Pavardė10402 2 4 7 8 9 6
Vardas10403 Pavardė10403 2 4 5 6 8 5
Vardas10405 Pavardė10405 4 4 4 9 10 8
Vardas10406 Pavardė10406 3 5 8 9 10 7
Vardas10407 Pavardė10407 2 2 4 7 9 9
Vardas10408 Pavardė10408 4 4 6 9 10 9
Vardas10409 Pavardė10409 4 4 4 6 10 9
Vardas1041 Pavardė1041 2 4 4 5 7 8
Vardas10410 Pavardė10410 2 4 5 9 9 8
Vardas10415 Pavardė10415 5 8 8 9 10 10
Vardas10416 Pavardė10416 2 3 5 7 8 10
Vardas10419 Pavardė10419 7 7 8 9 10 5
Vardas1042 Pavardė1042 5 8 9 9 10 5
Vardas10420 Pavardė10420 5 5 6 7 10 9
Vardas10421 Pavardė10421 3 4 5 6 9 10
Vardas10422 Pavardė10422 6 6 6 8 10 9
Vardas10423 Pavardė10423 2 3 4 6 7 7
Vardas10424 Pavardė10424 3 5 5 8 9 5
Vardas10425 Pavardė10425 4 4 7 8 10 10
Vardas10426 Pavardė10426 2 3 3 5 10 10
Vardas10427 Pavardė10427 2 5 5 7 8 8
Vardas10430 Pavardė10430 3 5 6 9 10 10
Vardas10431 Pavardė10431 4 5 7 7 9 7
Vardas10432 Pavardė10432 5 5 5 9 10 9
Vardas10433 Pavardė10433 4 6 8 10 10 7
Vardas10434 Pavardė10434 2 4 4 6 7 7
Vardas10435 Pavardė10435 2 2 4 4 6 10
Vardas10436 Pavardė10436 2 3 4 4 10 10
Vardas10437 Pavardė10437 2 4 5 7 9 9
Vardas10438 Pavardė10438 4 5 6 7 10 9
Vardas10439 Pavardė10439 2 6 6 9 9 5
Vardas1044 Pavardė1044 7 7 8 8 9 8
Vardas10440 Pavardė10440 2 2 7 10 10 10
Vardas10445 Pavardė10445 2 6 6 8 10 5
Vardas10448 Pavardė10448 4 4 5 9 10 10
Vardas10449 Pavardė10449 3 5 5 7 10 6
Vardas1045 Pavardė1045 3 4 8 10 10 7
Vardas10450 Pavardė10450 3 5 10 10 10 9
Vardas10451 Pavardė10451 4 5 7 7 10 10
Vardas10453 Pavardė10453 2 2 4 5 8 9
Vardas10454 Pavardė10454 3 3 4 6 9 5
Vardas10455 Pavardė10455 2 6 7 9 10 7
Vardas10458 Pavardė10458 3 8 9 9 10 8
Vardas1046 Pavardė1046 2 2 4 8 10 8
Vardas10460 Pavardė10460 2 3 5 5 9 9
Vardas10461 Pavardė10461 2 2 7 8 10 5
Vardas10462 Pavardė10462 2 2 2 4 5 6
Vardas10466 Pavardė10466 2 2 3 3 4 9
Vardas10468 Pavardė10468 5 6 9 9 9 9
Vardas1047 Pavardė1047 2 2 3 3 5 6
Vardas10470 Pavardė10470 3 4 5 7 7 7
Vardas10472 Pavardė10472 3 3 7 9 10 9
Vardas10473 Pavardė10473 3 3 5 5 10 9
Vardas10476 Pavardė10476 5 6 7 8 10 10
Vardas10477 Pavardė10477 2 4 5 6 6 8
Vardas1048 Pavardė1048 3 4 8 9 10 9
Vardas10481 Pavardė10481 7 7 9 10 10 5
Vardas10482 Pavardė10482 7 7 8 8 10 7
Vardas10483 Pavardė10483 3 4 7 7 9 8
Vardas10484 Pavardė10484 4 6 6 9 10 10
Vardas10485 Pavardė10485 2 2 6 8 9 7
Vardas10486 Pavardė10486 4 5 6 7 7 9
Vardas10487 Pavardė10487 2 4 4 6 8 8
Vardas10488 Pavardė10488 4 5 6 6 7 9
Vardas10489 Pavardė10489 3 3 5 8 10 7
Vardas1049 Pavardė1049 2 2 3 4 7 6
Vardas10491 Pavardė10491 2 3 4 8 8 6
Vardas10493 Pavardė10493 4 4 6 6 10 5
Vardas10494 Pavardė10494 3 3 7 8 10 8
Vardas10496 Pavardė10496 3 4 6 10 10 7
Vardas10498 Pavardė10498 2 2 3 9 9 9
Vardas105 Pavardė105 6 6 9 10 10 5
Vardas10501 Pavardė10501 4 7 9 10 10 4
Vardas10502 Pavardė10502 2 2 5 6 9 9
Vardas10503 Pavardė10503 3 5 9 10 10 10
Vardas10504 Pavardė10504 3 4 4 8 9 7
Vardas10505 Pavardė10505 3 4 6 10 10 7
Vardas10506 Pavardė10506 3 6 7 7 10 9
Vardas10507 Pavardė10507 2 5 5 6 10 5
Vardas10509 Pavardė10509 3 4 4 9 10 9
Vardas1051 Pavardė1051 2 2 6 7 8 7
Vardas10510 Pavardė10510 6 7 8 8 9 4
Vardas10511 Pavardė10511 6 6 6 7 7 8
Vardas10513 Pavardė10513 3 5 6 6 7 9
Vardas10515 Pavardė10515 4 4 5 7 8 7
Vardas10516 Pavardė10516 5 5 7 8 9 7
Vardas10517 Pavardė10517 3 3 6 6 7 10
Vardas10518 Pavardė10518 5 5 9 9 9 7
Vardas10519 Pavardė10519 2 7 8 9 10 10
Vardas1052 Pavardė1052 3 8 9 9 10 10
Vardas10521 Pavardė10521 2 3 5 9 10 8
Vardas10522 Pavardė10522 2 5 6 6 10 7
Vardas10523 Pavardė10523 4 5 6 8 8 5
Vardas10524 Pavardė10524 3 4 5 6 10 8
Vardas10525 Pavardė10525 2 3 7 10 10 6
Vardas10526 Pavardė10526 2 2 6 8 8 5
Vardas10528 Pavardė10528 2 4 7 10 10 5
Vardas1053 Pavardė1053 5 6 8 8 10 9
Vardas10530 Pavardė10530 6 6 7 9 9 9
Vardas10531 Pavardė10531 4 5 6 6 6 9
Vardas10535 Pavardė10535 2 3 4 10 10 5
Vardas10537 Pavardė10537 4 6 7 8 10 8
Vardas10538 Pavardė10538 4 5 6 10 10 10
Vardas1054 Pavardė1054 5 6 8 9 10 8
Vardas10540 Pavardė10540 5 7 9 9 10 8
Vardas10541 Pavardė10541 2 2 3 9 10 7
Vardas10542 Pavardė10542 4 6 6 7 8 6
Vardas10543 Pavardė10543 2 6 7 8 9 9
Vardas10544 Pavardė10544 2 3 6 7 8 9
Vardas10545 Pavardė10545 2 4 9 9 10 7
Vardas10546 Pavardė10546 2 2 3 6 9 7
Vardas10548 Pavardė10548 5 8 9 10 10 8
Vardas1055 Pavardė1055 2 2 3 8 10 10
Vardas10551 Pavardė10551 4 6 8 8 9 9
Vardas10552 Pavardė10552 3 5 5 6 7 6
Vardas10554 Pavardė10554 2 6 9 9 9 8
Vardas10555 Pavardė10555 2 2 6 7 8 6
Vardas10556 Pavardė10556 3 6 9 10 10 4
Vardas10558 Pavardė10558 6 7 8 9 10 6
Vardas10559 Pavardė10559 3 3 6 7 9 6
Vardas1056 Pavardė1056 2 6 7 8 8 6
Vardas10560 Pavardė10560 2 2 8 9 9 7
Vardas10561 Pavardė10561 2 2 4 6 7 10
Vardas10562 Pavardė10562 2 4 5 7 10 7
Vardas10563 Pavardė10563 6 6 6 9 10 4
Vardas10564 Pavardė10564 9 10 10 10 10 5
Vardas10565 Pavardė10565 2 5 6 7 9 9
Vardas10568 Pavardė10568 6 6 7 9 10 8
Vardas1057 Pavardė1057 3 3 5 8 10 10
Vardas10572 Pavardė10572 3 4 4 4 8 9
Vardas10574 Pavardė10574 2 7 8 8 9 5
Vardas10575 Pavardė10575 2 7 7 8 8 8
Vardas10578 Pavardė10578 2 3 4 7 10 8
Vardas10579 Pavardė10579 2 4 6 8 10 10
Vardas10580 Pavardė10580 2 2 5 6 8 9
Vardas10581 Pavardė10581 2 2 3 4 7 9
Vardas10582 Pavardė10582 2 3 6 7 8 7
Vardas10583 Pavardė10583 4 6 8 9 10 6
Vardas10584 Pavardė10584 2 4 8 9 9 7
Vardas10587 Pavardė10587 6 6 6 10 10 8
Vardas10588 Pavardė10588 3 4 6 9 10 9
Vardas10589 Pavardė10589 3 5 5 7 7 6
Vardas1059 Pavardė1059 6 7 10 10 10 7
Vardas10592 Pavardė10592 2 2 4 8 9 6
Vardas10593 Pavardė10593 4 5 6 7 7 8
Vardas10594 Pavardė10594 3 4 6 9 9 10
Vardas10595 Pavardė10595 4 5 8 8 9 9
Vardas10596 Pavardė10596 3 5 5 10 10 8
Vardas10597 Pavardė10597 2 2 6 6 9 8
Vardas10598 Pavardė10598 4 5 6 7 7 10
Vardas10599 Pavardė10599 3 6 7 7 9 5
Vardas106 Pavardė106 2 2 2 4 5 8
Vardas10600 Pavardė10600 3 6 9 10 10 5
Vardas10601 Pavardė10601 2 4 4 9 10 6
Vardas10602 Pavardė10602 3 4 6 8 8 10
Vardas10605 Pavardė10605 2 2 2 2 8 7
Vardas10606 Pavardė10606 2 7 7 8 9 7
Vardas10607 Pavardė10607 3 5 5 8 8 7
Vardas10608 Pavardė10608 3 7 7 8 10 9
Vardas1061 Pavardė1061 2 7 8 8 10 7
Vardas10610 Pavardė10610 4 7 8 8 10 9
Vardas10611 Pavardė10611 3 3 6 7 10 9
Vardas10612 Pavardė10612 2 4 5 6 7 9
Vardas10613 Pavardė10613 3 6 8 10 10 4
Vardas10614 Pavardė10614 2 5 6 7 10 6
Vardas10615 Pavardė10615 3 3 6 9 9 7
Vardas10618 Pavardė10618 2 7 8 9 10 8
Vardas1062 Pavardė1062 2 8 8 8 9 5
Vardas10620 Pavardė10620 2 7 8 9 10 9
Vardas10621 Pavardė10621 2 5 5 6 7 9
Vardas10622 Pavardė10622 2 4 7 8 9 7
Vardas10624 Pavardė10624 2 7 8 9 9 8
Vardas10626 Pavardė10626 3 4 5 8 10 7
Vardas10627 Pavardė10627 3 4 4 7 7 8
Vardas10628 Pavardė10628 2 5 5 6 9 5
Vardas10629 Pavardė10629 2 4 5 7 8 7
Vardas1063 Pavardė1063 2 2 4 7 7 9
Vardas10632 Pavardė10632 3 6 6 8 9 7
Vardas10633 Pavardė10633 2 3 6 7 7 6
Vardas10635 Pavardė10635 4 5 5 9 10 9
Vardas10636 Pavardė10636 7 9 9 10 10 6
Vardas10637 Pavardė10637 4 5 5 10 10 5
Vardas10638 Pavardė10638 2 4 4 9 9 7
Vardas10639 Pavardė10639 2 3 4 5 7 7
Vardas10641 Pavardė10641 2 4 6 8 8 9
Vardas10643 Pavardė10643 2 8 9 9 10 7
Vardas10644 Pavardė10644 3 4 6 7 7 6
Vardas10649 Pavardė10649 3 3 3 6 9 8
Vardas1065 Pavardė1065 7 7 8 9 10 4
Vardas10650 Pavardė10650 4 4 6 9 10 10
Vardas10651 Pavardė10651 6 7 7 9 10 5
Vardas10652 Pavardė10652 2 4 4 8 10 7
Vardas10654 Pavardė10654 7 7 8 10 10 8
Vardas10655 Pavardė10655 2 4 4 4 7 7
Vardas10657 Pavardė10657 3 4 6 8 9 9
Vardas10658 Pavardė10658 6 6 6 7 10 5
Vardas10659 Pavardė10659 2 2 2 3 4 7
Vardas1066 Pavardė1066 5 6 6 6 8 7
Vardas10661 Pavardė10661 2 5 7 10 10 5
Vardas10666 Pavardė10666 3 3 7 9 10 7
Vardas10667 Pavardė10667 3 4 6 7 8 5
Vardas10668 Pavardė10668 2 5 8 9 10 8
Vardas1067 Pavardė1067 5 6 8 8 10 7
Vardas10670 Pavardė10670 3 8 8 10 10 8
Vardas10673 Pavardė10673 2 7 10 10 10 8
Vardas10675 Pavardė10675 2 3 3 5 6 8
Vardas10680 Pavardė10680 2 3 4 4 6 7
Vardas10681 Pavardė10681 2 4 5 5 7 10
Vardas10682 Pavardė10682 4 6 9 10 10 7
Vardas10684 Pavardė10684 3 4 4 5 10 5
Vardas10685 Pavardė10685 2 4 9 9 9 7
Vardas10686 Pavardė10686 2 5 5 5 9 10
Vardas10687 Pavardė10687 2 6 6 9 9 10
Vardas10688 Pavardė10688 5 6 8 10 10 4
Vardas10689 Pavardė10689 3 3 8 9 9 5
