Vardas Pavardė ND1 ND2 ND3 ND4 ND5 Egzaminas
Vardas10377 Pavardė10377 2 5 6 7 8 2
Vardas1038 Pavardė1038 7 8 8 9 9 2
Vardas10381 Pavardė10381 3 3 6 9 10 3
Vardas10383 Pavardė10383 2 6 6 9 10 4
Vardas10384 Pavardė10384 3 3 4 4 9 3
Vardas10385 Pavardė10385 3 5 8 8 10 4
Vardas10387 Pavardė10387 2 7 7 8 9 3
Vardas10390 Pavardė10390 5 5 7 9 10 4
Vardas10392 Pavardė10392 2 4 5 8 9 4
Vardas10398 Pavardė10398 5 6 6 7 10 2
Vardas104 Pavardė104 6 8 10 10 10 3
Vardas10400 Pavardė10400 2 3 6 7 10 3
Vardas10404 Pavardė10404 5 5 6 10 10 2
Vardas10411 Pavardė10411 5 6 7 8 10 4
Vardas10412 Pavardė10412 2 4 4 10 10 2
Vardas10413 Pavardė10413 3 3 6 8 9 4
Vardas10414 Pavardė10414 2 5 6 6 9 2
Vardas10417 Pavardė10417 2 3 6 7 10 2
Vardas10418 Pavardė10418 4 6 6 8 10 3
Vardas10428 Pavardė10428 3 8 9 10 10 3
Vardas10429 Pavardė10429 4 4 8 9 9 4
Vardas1043 Pavardė1043 2 3 3 4 9 2
Vardas10441 Pavardė10441 3 5 5 6 7 4
Vardas10442 Pavardė10442 2 3 7 7 7 3
Vardas10443 Pavardė10443 5 8 8 9 10 3
Vardas10444 Pavardė10444 2 3 5 6 8 2
Vardas10446 Pavardė10446 6 6 8 8 9 3
Vardas10447 Pavardė10447 2 3 4 6 7 5
Vardas10452 Pavardė10452 4 4 5 6 6 2
Vardas10456 Pavardė10456 2 5 6 10 10 4
Vardas10457 Pavardė10457 3 5 6 7 9 2
Vardas10459 Pavardė10459 2 6 7 7 9 3
Vardas10463 Pavardė10463 2 5 8 9 10 3
Vardas10464 Pavardė10464 2 8 8 9 10 2
Vardas10465 Pavardė10465 7 8 8 8 10 3
Vardas10467 Pavardė10467 3 5 5 9 10 3
Vardas10469 Pavardė10469 2 5 6 6 9 2
Vardas10471 Pavardė10471 5 6 7 7 9 4
Vardas10474 Pavardė10474 3 4 9 9 9 3
Vardas10475 Pavardė10475 5 6 8 9 10 3
Vardas10478 Pavardė10478 3 3 4 7 7 4
Vardas10479 Pavardė10479 3 3 3 6 9 2
Vardas10480 Pavardė10480 4 5 6 9 9 2
Vardas10490 Pavardė10490 3 4 4 6 10 4
Vardas10492 Pavardė10492 3 3 3 6 7 5
Vardas10495 Pavardė10495 3 3 7 8 10 2
Vardas10497 Pavardė10497 2 3 4 5 7 3
Vardas10499 Pavardė10499 2 6 6 6 10 4
Vardas1050 Pavardė1050 4 6 7 8 10 3
Vardas10500 Pavardė10500 2 3 6 7 8 2
Vardas10508 Pavardė10508 2 7 8 8 10 3
Vardas10512 Pavardė10512 2 5 5 5 5 4
Vardas10514 Pavardė10514 6 7 7 9 10 3
Vardas10520 Pavardė10520 2 2 9 9 10 3
Vardas10527 Pavardė10527 2 5 7 8 10 2
Vardas10529 Pavardė10529 2 4 6 7 9 3
Vardas10532 Pavardė10532 4 4 7 10 10 4
Vardas10533 Pavardė10533 4 5 6 6 8 4
Vardas10534 Pavardė10534 2 2 5 6 10 3
Vardas10536 Pavardė10536 2 3 4 5 7 2
Vardas10539 Pavardė10539 2 3 4 5 6 2
Vardas10547 Pavardė10547 3 4 6 8 10 4
Vardas10549 Pavardė10549 2 2 2 6 8 4
Vardas10550 Pavardė10550 2 2 3 4 5 3
Vardas10553 Pavardė10553 3 4 9 10 10 4
Vardas10557 Pavardė10557 2 4 4 5 8 5
Vardas10566 Pavardė10566 4 4 4 7 10 4
Vardas10567 Pavardė10567 3 7 9 10 10 3
Vardas10569 Pavardė10569 4 8 8 9 9 3
Vardas10570 Pavardė10570 2 3 6 7 8 3
Vardas10571 Pavardė10571 3 5 6 7 8 2
Vardas10573 Pavardė10573 2 4 5 5 10 3
Vardas10576 Pavardė10576 3 3 5 8 10 3
Vardas10577 Pavardė10577 2 3 4 6 9 3
Vardas1058 Pavardė1058 2 3 5 5 6 5
Vardas10585 Pavardė10585 3 4 4 6 6 2
Vardas10586 Pavardė10586 2 4 5 9 10 3
Vardas10590 Pavardė10590 3 4 7 7 9 2
Vardas10591 Pavardė10591 4 7 8 9 10 2
Vardas1060 Pavardė1060 2 5 6 8 10 4
Vardas10603 Pavardė10603 4 5 6 8 9 2
Vardas10604 Pavardė10604 2 2 4 7 8 4
Vardas10609 Pavardė10609 3 6 6 7 8 3
Vardas10616 Pavardė10616 2 2 3 9 10 2
Vardas10617 Pavardė10617 3 3 8 9 9 3
Vardas10619 Pavardė10619 2 2 2 8 9 5
Vardas10623 Pavardė10623 2 4 5 8 9 4
Vardas10625 Pavardė10625 2 3 3 4 10 2
Vardas10630 Pavardė10630 5 5 8 8 9 4
Vardas10631 Pavardė10631 3 3 5 5 6 2
Vardas10634 Pavardė10634 2 4 6 7 7 4
Vardas1064 Pavardė1064 4 6 7 7 10 2
Vardas10640 Pavardė10640 6 7 7 8 8 3
Vardas10642 Pavardė10642 7 7 8 8 8 3
Vardas10645 Pavardė10645 2 4 4 7 9 4
Vardas10646 Pavardė10646 3 4 6 7 8 3
Vardas10647 Pavardė10647 2 2 5 6 7 4
Vardas10648 Pavardė10648 4 6 7 8 9 4
Vardas10653 Pavardė10653 3 3 5 7 10 4
Vardas10656 Pavardė10656 5 5 6 9 10 3
Vardas10660 Pavardė10660 3 5 8 8 9 4
Vardas10662 Pavardė10662 3 3 4 5 9 2
Vardas10663 Pavardė10663 3 3 4 4 5 4
Vardas10664 Pavardė10664 2 4 5 7 8 2
Vardas10665 Pavardė10665 2 3 3 4 6 3
Vardas10669 Pavardė10669 3 6 6 8 10 3
Vardas10671 Pavardė10671 2 6 6 7 7 3
Vardas10672 Pavardė10672 2 2 2 6 10 5
Vardas10674 Pavardė10674 2 4 4 5 5 5
Vardas10676 Pavardė10676 2 4 7 8 10 2
Vardas10677 Pavardė10677 4 5 5 8 9 3
Vardas10678 Pavardė10678 2 4 6 8 10 2
Vardas10679 Pavardė10679 3 4 6 8 9 3
Vardas1068 Pavardė1068 2 3 5 8 9 2
Vardas10683 Pavardė10683 2 3 5 9 10 3
Vardas10690 Pavardė10690 2 2 3 4 8 2
Vardas10691 Pavardė10691 2 6 9 10 10 2
Vardas10693 Pavardė10693 4 4 6 10 10 4
Vardas10694 Pavardė10694 2 4 6 10 10 4
Vardas10700 Pavardė10700 2 4 4 5 7 4
Vardas10702 Pavardė10702 4 5 6 7 8 3
Vardas10703 Pavardė10703 3 4 4 6 9 3
Vardas10709 Pavardė10709 3 3 3 5 10 5
Vardas1071 Pavardė1071 2 4 5 6 10 3
Vardas1072 Pavardė1072 3 5 5 7 10 4
Vardas10721 Pavardė10721 2 8 8 9 10 3
Vardas10724 Pavardė10724 5 5 5 6 7 2
Vardas10728 Pavardė10728 3 5 6 8 9 4
Vardas10729 Pavardė10729 2 2 4 7 8 5
Vardas10731 Pavardė10731 2 6 7 7 9 2
Vardas10732 Pavardė10732 3 4 6 9 10 4
Vardas10734 Pavardė10734 4 4 6 8 10 3
Vardas10738 Pavardė10738 2 5 6 8 10 2
Vardas10741 Pavardė10741 3 4 6 7 9 3
Vardas10749 Pavardė10749 3 7 8 9 10 3
Vardas1075 Pavardė1075 5 7 7 8 10 2
Vardas10751 Pavardė10751 3 4 4 4 8 4
Vardas10756 Pavardė10756 4 7 9 10 10 2
Vardas10757 Pavardė10757 5 6 7 8 9 2
Vardas10759 Pavardė10759 3 5 6 8 10 4
Vardas1076 Pavardė1076 5 5 6 7 7 2
Vardas10761 Pavardė10761 2 7 8 9 10 4
Vardas10763 Pavardė10763 2 3 5 5 7 3
Vardas10766 Pavardė10766 2 3 3 7 8 4
Vardas10767 Pavardė10767 2 2 6 9 10 3
Vardas10770 Pavardė10770 2 3 6 7 10 2
Vardas10771 Pavardė10771 4 4 6 8 9 3
Vardas10772 Pavardė10772 2 2 3 6 6 2
Vardas10773 Pavardė10773 2 4 8 8 10 3
Vardas10776 Pavardė10776 3 4 4 5 6 3
Vardas10778 Pavardė10778 2 5 6 6 7 4
Vardas1078 Pavardė1078 2 2 3 7 7 3
Vardas10782 Pavardė10782 3 4 6 9 9 3
Vardas10784 Pavardė10784 3 3 3 4 6 4
Vardas10789 Pavardė10789 2 2 3 3 8 3
Vardas10791 Pavardė10791 2 4 6 6 9 4
Vardas10793 Pavardė10793 2 6 7 8 10 2
Vardas10794 Pavardė10794 2 2 3 8 9 2
Vardas10795 Pavardė10795 3 3 4 6 7 4
Vardas10799 Pavardė10799 2 4 7 7 8 3
Vardas10801 Pavardė10801 5 6 7 8 8 2
Vardas10807 Pavardė10807 2 6 7 8 10 4
Vardas10809 Pavardė10809 3 4 4 6 10 4
Vardas10812 Pavardė10812 4 4 7 8 10 3
Vardas10814 Pavardė10814 4 5 8 8 9 2
Vardas10816 Pavardė10816 2 3 6 8 8 4
Vardas10818 Pavardė10818 4 7 9 10 10 3
Vardas10819 Pavardė10819 2 3 7 8 9 2
Vardas1082 Pavardė1082 3 3 3 8 8 4
Vardas10826 Pavardė10826 3 5 6 8 10 2
Vardas10830 Pavardė10830 3 5 9 9 10 3
Vardas10831 Pavardė10831 2 3 5 6 7 5
Vardas10832 Pavardė10832 2 3 4 4 7 4
Vardas10839 Pavardė10839 2 4 4 9 10 3
Vardas10843 Pavardė10843 3 4 5 8 8 3
Vardas10846 Pavardė10846 3 4 4 7 9 2
Vardas10852 Pavardė10852 4 6 7 8 9 2
Vardas10858 Pavardė10858 2 2 4 7 10 4
Vardas10861 Pavardė10861 3 5 5 6 7 2
Vardas10863 Pavardė10863 2 4 5 5 9 2
Vardas10865 Pavardė10865 3 4 5 7 8 3
Vardas10866 Pavardė10866 2 4 7 7 9 3
Vardas10867 Pavardė10867 2 3 6 9 9 3
Vardas10869 Pavardė10869 2 6 7 8 10 3
Vardas1087 Pavardė1087 3 8 9 9 9 2
Vardas10872 Pavardė10872 2 3 5 9 9 2
Vardas10874 Pavardė10874 2 2 2 6 6 2
Vardas10876 Pavardė10876 2 2 3 4 9 4
Vardas10884 Pavardė10884 2 5 8 8 10 4
Vardas10887 Pavardė10887 2 4 5 8 10 3
Vardas10888 Pavardė10888 2 7 7 7 9 2
Vardas1089 Pavardė1089 4 4 7 9 9 2
Vardas10890 Pavardė10890 3 3 3 4 9 5
Vardas10895 Pavardė10895 2 4 6 7 8 3
Vardas10896 Pavardė10896 4 5 5 7 7 4
Vardas10899 Pavardė10899 4 5 6 6 7 4
Vardas109 Pavardė109 2 4 5 6 8 4
Vardas10902 Pavardė10902 4 5 10 10 10 2
Vardas10903 Pavardė10903 3 6 6 7 7 3
Vardas10905 Pavardė10905 2 3 3 3 10 3
Vardas10909 Pavardė10909 2 5 7 8 10 2
Vardas1091 Pavardė1091 2 3 7 8 8 2
Vardas10920 Pavardė10920 2 6 8 9 10 3
Vardas10921 Pavardė10921 3 3 4 5 7 3
Vardas10927 Pavardė10927 7 9 9 9 10 2
Vardas1093 Pavardė1093 2 3 4 4 7 4
Vardas10933 Pavardė10933 2 4 5 5 8 3
Vardas10934 Pavardė10934 3 4 4 6 7 2
Vardas10935 Pavardė10935 4 5 8 8 9 2
Vardas10939 Pavardė10939 2 3 5 7 10 4
Vardas10942 Pavardė10942 3 3 4 6 8 4
Vardas10943 Pavardė10943 5 8 9 9 10 2
Vardas10944 Pavardė10944 2 5 9 10 10 2
Vardas10946 Pavardė10946 2 5 6 7 8 3
Vardas10949 Pavardė10949 5 6 7 10 10 3
Vardas1095 Pavardė1095 2 4 7 8 9 2
Vardas10951 Pavardė10951 2 6 7 7 9 3
Vardas10958 Pavardė10958 5 5 6 7 9 4
Vardas10959 Pavardė10959 2 8 9 10 10 3
Vardas1096 Pavardė1096 2 2 4 4 7 3
Vardas10961 Pavardė10961 3 3 3 6 9 2
Vardas10964 Pavardė10964 2 3 3 8 8 5
Vardas10969 Pavardė10969 4 5 6 6 10 2
Vardas1097 Pavardė1097 2 2 4 7 9 2
Vardas10971 Pavardė10971 6 8 8 9 10 2
Vardas10972 Pavardė10972 2 3 8 9 10 2
Vardas10975 Pavardė10975 2 3 6 8 8 2
Vardas10977 Pavardė10977 2 2 3 4 5 4
Vardas10978 Pavardė10978 2 4 4 5 8 2
Vardas10979 Pavardė10979 2 4 4 7 10 4
Vardas10980 Pavardė10980 6 8 8 9 10 3
Vardas10982 Pavardė10982 5 5 8 10 10 2
Vardas10984 Pavardė10984 2 3 8 9 9 4
Vardas10985 Pavardė10985 2 4 5 7 8 2
Vardas1099 Pavardė1099 3 4 4 5 5 2
Vardas10992 Pavardė10992 3 4 4 4 5 2
Vardas10994 Pavardė10994 2 4 6 9 10 3
Vardas10999 Pavardė10999 5 6 6 7 9 4
Vardas1100 Pavardė1100 2 4 6 7 7 4
Vardas11006 Pavardė11006 3 4 8 10 10 4
Vardas11008 Pavardė11008 3 5 5 6 6 2
Vardas11012 Pavardė11012 6 6 9 9 10 2
Vardas11014 Pavardė11014 2 3 4 4 5 4
Vardas11015 Pavardė11015 3 4 5 6 9 4
Vardas11016 Pavardė11016 2 2 3 4 7 4
Vardas11019 Pavardė11019 2 5 5 5 7 2
Vardas1102 Pavardė1102 2 3 8 8 10 3
Vardas11022 Pavardė11022 3 6 6 7 10 3
Vardas1103 Pavardė1103 4 4 8 10 10 2
Vardas11032 Pavardė11032 2 3 5 6 8 2
Vardas11039 Pavardė11039 4 5 6 6 10 3
Vardas1104 Pavardė1104 3 4 7 9 10 4
Vardas11044 Pavardė11044 5 5 5 8 10 2
Vardas11045 Pavardė11045 2 2 5 7 7 2
Vardas11047 Pavardė11047 2 2 7 8 9 3
Vardas11048 Pavardė11048 3 3 7 7 10 3
Vardas11049 Pavardė11049 3 6 6 7 10 3
Vardas1105 Pavardė1105 2 6 9 9 10 4
Vardas11051 Pavardė11051 5 5 6 8 9 2
Vardas11052 Pavardė11052 3 4 5 6 10 3
Vardas11056 Pavardė11056 2 2 4 7 8 4
Vardas11059 Pavardė11059 2 3 4 10 10 4
Vardas1106 Pavardė1106 2 3 6 7 8 4
Vardas11061 Pavardė11061 2 3 3 3 10 4
Vardas11065 Pavardė11065 5 8 8 8 10 3
Vardas11066 Pavardė11066 2 5 6 8 10 3
Vardas11067 Pavardė11067 4 5 6 7 10 2
Vardas1107 Pavardė1107 2 2 4 6 10 5
Vardas11071 Pavardė11071 3 4 5 6 9 2
Vardas11076 Pavardė11076 3 5 6 8 8 4
Vardas11078 Pavardė11078 2 4 5 9 10 2
Vardas11083 Pavardė11083 6 6 7 7 8 2
Vardas11084 Pavardė11084 3 3 6 7 9 2
Vardas11089 Pavardė11089 2 3 6 7 9 3
Vardas1109 Pavardė1109 4 4 7 8 10 2
Vardas11090 Pavardė11090 3 3 8 9 10 3
Vardas11091 Pavardė11091 2 4 5 9 10 2
Vardas11092 Pavardė11092 5 7 8 10 10 2
Vardas11095 Pavardė11095 2 3 5 7 9 2
Vardas11096 Pavardė11096 3 3 5 7 10 3
Vardas11097 Pavardė11097 3 6 6 7 10 2
Vardas11098 Pavardė11098 3 3 3 9 9 4
Vardas11100 Pavardė11100 4 4 9 10 10 3
Vardas11111 Pavardė11111 4 6 7 7 8 2
Vardas11112 Pavardė11112 4 5 8 9 10 4
Vardas11119 Pavardė11119 2 3 5 10 10 2
Vardas1112 Pavardė1112 4 6 7 10 10 2
Vardas11123 Pavardė11123 2 7 8 9 10 4
Vardas11130 Pavardė11130 6 7 7 8 10 2
Vardas11133 Pavardė11133 2 3 5 5 9 3
Vardas11135 Pavardė11135 2 2 5 8 9 2
Vardas11140 Pavardė11140 2 4 5 6 10 4
Vardas11143 Pavardė11143 2 3 5 9 10 3
Vardas11144 Pavardė11144 2 3 4 10 10 3
Vardas11151 Pavardė11151 3 3 7 8 10 4
Vardas11159 Pavardė11159 3 5 8 9 10 4
Vardas1116 Pavardė1116 5 6 7 9 10 3
Vardas11162 Pavardė11162 5 7 7 7 7 4
Vardas11166 Pavardė11166 2 4 4 9 10 3
Vardas11170 Pavardė11170 7 8 8 10 10 3
Vardas11173 Pavardė11173 2 2 3 7 7 2
Vardas11175 Pavardė11175 4 6 7 9 10 4
Vardas1118 Pavardė1118 2 5 5 8 9 2
Vardas11183 Pavardė11183 3 6 7 8 9 2
Vardas11185 Pavardė11185 5 6 7 7 8 4
Vardas11187 Pavardė11187 4 6 7 7 8 4
Vardas11189 Pavardė11189 3 3 5 6 9 2
Vardas11191 Pavardė11191 3 4 4 5 7 3
Vardas11192 Pavardė11192 6 7 9 9 10 3
Vardas11193 Pavardė11193 2 5 5 9 9 2
Vardas11196 Pavardė11196 5 5 8 10 10 3
Vardas11198 Pavardė11198 3 4 7 7 10 3
Vardas1120 Pavardė1120 5 6 6 9 9 4
Vardas11204 Pavardė11204 2 7 7 8 8 4
Vardas11206 Pavardė11206 3 4 7 10 10 2
Vardas11208 Pavardė11208 3 5 6 10 10 3
Vardas1121 Pavardė1121 2 2 6 9 10 3
Vardas11210 Pavardė11210 7 8 8 8 9 2
Vardas11217 Pavardė11217 2 4 6 8 10 3
Vardas11218 Pavardė11218 2 4 5 5 7 4
Vardas1122 Pavardė1122 2 4 5 6 10 2
Vardas11221 Pavardė11221 2 2 5 5 10 4
Vardas11222 Pavardė11222 4 6 8 8 10 4
Vardas11223 Pavardė11223 3 3 5 5 8 5
Vardas11225 Pavardė11225 2 6 8 10 10 2
Vardas11228 Pavardė11228 2 5 6 6 7 3
Vardas11236 Pavardė11236 4 5 8 8 9 3
Vardas1124 Pavardė1124 2 3 4 7 10 2
Vardas11244 Pavardė11244 3 4 6 8 9 3
Vardas11247 Pavardė11247 2 4 6 8 9 3
Vardas11254 Pavardė11254 3 4 6 6 9 3
Vardas1126 Pavardė1126 4 6 7 7 8 3
Vardas11263 Pavardė11263 2 2 3 3 5 3
Vardas11268 Pavardė11268 2 2 3 8 9 5
Vardas11269 Pavardė11269 2 5 5 7 7 2
Vardas11271 Pavardė11271 2 6 7 8 8 3
Vardas11272 Pavardė11272 5 6 9 9 10 3
Vardas11273 Pavardė11273 2 6 7 7 9 3
Vardas11274 Pavardė11274 2 5 5 6 8 3
Vardas11277 Pavardė11277 6 7 8 10 10 3
Vardas11278 Pavardė11278 4 4 5 9 10 4
Vardas11281 Pavardė11281 2 3 3 4 5 3
Vardas11282 Pavardė11282 4 5 8 9 9 3
Vardas11285 Pavardė11285 2 2 3 5 9 4
Vardas11287 Pavardė11287 4 6 7 8 10 3
Vardas11291 Pavardė11291 4 5 5 6 9 2
Vardas11297 Pavardė11297 4 6 7 9 9 2
Vardas11302 Pavardė11302 4 6 6 7 9 3
Vardas11304 Pavardė11304 2 5 6 10 10 2
Vardas11306 Pavardė11306 2 3 8 8 10 2
Vardas11319 Pavardė11319 2 8 8 9 10 2
Vardas1132 Pavardė1132 2 3 6 8 10 4
Vardas11321 Pavardė11321 2 2 7 8 9 3
Vardas11322 Pavardė11322 2 2 4 5 9 4
Vardas11325 Pavardė11325 4 4 5 8 10 3
Vardas11327 Pavardė11327 3 4 4 7 10 2
Vardas11329 Pavardė11329 3 4 7 9 9 2
Vardas1133 Pavardė1133 2 4 5 5 7 4
Vardas11331 Pavardė11331 2 2 7 7 7 2
Vardas11332 Pavardė11332 2 7 8 8 9 3
Vardas11338 Pavardė11338 4 4 7 8 10 4
Vardas1134 Pavardė1134 2 3 3 8 9 3
Vardas11340 Pavardė11340 3 3 9 10 10 3
Vardas11342 Pavardė11342 4 5 6 6 9 3
Vardas11345 Pavardė11345 2 3 6 8 9 2
Vardas11347 Pavardė11347 2 4 7 8 10 2
Vardas11351 Pavardė11351 3 3 4 7 8 4
Vardas11355 Pavardė11355 3 6 7 9 10 2
Vardas11356 Pavardė11356 3 4 4 8 9 3
Vardas11358 Pavardė11358 3 3 3 10 10 4
Vardas11360 Pavardė11360 2 5 5 8 10 2
Vardas11361 Pavardė11361 2 3 4 6 7 4
Vardas11363 Pavardė11363 4 4 5 7 8 2
Vardas11364 Pavardė11364 2 3 3 4 9 3
Vardas11368 Pavardė11368 2 3 6 9 9 4
Vardas1137 Pavardė1137 4 6 7 9 9 2
Vardas11371 Pavardė11371 3 5 6 6 8 4
Vardas11373 Pavardė11373 3 4 6 6 7 4
